vv_gene,Ensembl_gene
LOC127065106,ENSVVLG00005007398
LOC127065107,ENSVVLG00005006419
LOC127065108,ENSVVLG00005003882
LOC127065109,ENSVVLG00005015370
LOC127065110,ENSVVLG00005006510
LOC127065111,ENSVVLG00005008533
LOC127065112,ENSVVLG00005008776
LOC127065113,ENSVVLG00005005333
LOC127065114,ENSVVLG00005007522
LOC127065115,ENSVVLG00005004548
LOC127065116,ENSVVLG00005007108
LOC127065117,ENSVVLG00005005235
LOC127065118,ENSVVLG00005006365
LOC127065119,ENSVVLG00005003560
LOC127065120,ENSVVLG00005007559
LOC127065121,ENSVVLG00005003752
LOC127065122,ENSVVLG00005016050
LOC127065123,ENSVVLG00005005263
LOC127065124,ENSVVLG00005007393
LOC127065125,ENSVVLG00005007094
LOC127065127,ENSVVLG00005004296
LOC127065128,ENSVVLG00005005928
LOC127065129,ENSVVLG00005005855
LOC127065130,ENSVVLG00005000505
LOC127065131,ENSVVLG00005006214
LOC127065132,ENSVVLG00005007227
LOC127065133,ENSVVLG00005005709
LOC127065137,ENSVVLG00005005246
LOC127065138,ENSVVLG00005004188
LOC127065139,ENSVVLG00005003852
LOC127065140,ENSVVLG00005003831
LOC127065142,ENSVVLG00005009065
LOC127065144,ENSVVLG00005008175
LOC127065145,ENSVVLG00005009045
LOC127065146,ENSVVLG00005006251
LOC127065147,ENSVVLG00005002128
LOC127065148,ENSVVLG00005005371
LOC127065149,ENSVVLG00005002634
LOC127065150,ENSVVLG00005008984
LOC127065152,ENSVVLG00005006969
LOC127065153,ENSVVLG00005001332
LOC127065155,ENSVVLG00005006389
LOC127065156,ENSVVLG00005005774
LOC127065157,ENSVVLG00005006182
LOC127065158,ENSVVLG00005000573
LOC127065159,ENSVVLG00005003932
LOC127065160,ENSVVLG00005003770
LOC127065161,ENSVVLG00005002311
LOC127065163,ENSVVLG00005002589
LOC127065164,ENSVVLG00005005342
LOC127065165,ENSVVLG00005002495
LOC127065166,ENSVVLG00005009134
LOC127065167,ENSVVLG00005006203
LOC127065168,ENSVVLG00005007554
LOC127065169,ENSVVLG00005007470
LOC127065170,ENSVVLG00005006051
LOC127065171,ENSVVLG00005001494
LOC127065172,ENSVVLG00005004526
LOC127065173,ENSVVLG00005005392
LOC127065174,ENSVVLG00005003907
LOC127065176,ENSVVLG00005005835
LOC127065177,ENSVVLG00005001992
LOC127065178,ENSVVLG00005007691
LOC127065179,ENSVVLG00005004965
LOC127065180,ENSVVLG00005008337
LOC127065181,ENSVVLG00005005225
LOC127065182,ENSVVLG00005006466
LOC127065183,ENSVVLG00005007018
LOC127065184,ENSVVLG00005005882
LOC127065185,ENSVVLG00005008100
LOC127065187,ENSVVLG00005008140
LOC127065192,ENSVVLG00005002927
LOC127065193,ENSVVLG00005006353
LOC127065194,ENSVVLG00005007879
LOC127065195,ENSVVLG00005002693
LOC127065197,ENSVVLG00005004883
LOC127065199,ENSVVLG00005002735
LOC127065200,ENSVVLG00005000333
LOC127065201,ENSVVLG00005003357
LOC127065202,ENSVVLG00005005085
LOC127065203,ENSVVLG00005004790
LOC127065205,ENSVVLG00005008478
LOC127065206,ENSVVLG00005005684
LOC127065207,ENSVVLG00005004132
LOC127065209,ENSVVLG00005015101
LOC127065211,ENSVVLG00005006665
LOC127065213,ENSVVLG00005002365
LOC127065214,ENSVVLG00005015986
LOC127065215,ENSVVLG00005003898
LOC127065216,ENSVVLG00005007606
LOC127065217,ENSVVLG00005006651
LOC127065218,ENSVVLG00005003460
LOC127065219,ENSVVLG00005007103
LOC127065220,ENSVVLG00005008164
LOC127065221,ENSVVLG00005002344
LOC127065222,ENSVVLG00005004987
LOC127065223,ENSVVLG00005002906
LOC127065227,ENSVVLG00005008664
LOC127065228,ENSVVLG00005005740
LOC127065230,ENSVVLG00005009177
LOC127065231,ENSVVLG00005005052
LOC127065232,ENSVVLG00005005210
LOC127065233,ENSVVLG00005004853
LOC127065234,ENSVVLG00005004364
LOC127065235,ENSVVLG00005008607
LOC127065236,ENSVVLG00005005473
LOC127065238,ENSVVLG00005008355
LOC127065240,ENSVVLG00005006945
LOC127065241,ENSVVLG00005003051
LOC127065242,ENSVVLG00005006084
LOC127065243,ENSVVLG00005006481
LOC127065244,ENSVVLG00005009168
LOC127065245,ENSVVLG00005006882
LOC127065246,ENSVVLG00005006373
LOC127065247,ENSVVLG00005006486
LOC127065248,ENSVVLG00005003837
LOC127065249,ENSVVLG00005006629
LOC127065250,ENSVVLG00005002821
LOC127065254,ENSVVLG00005006644
LOC127065256,ENSVVLG00005005887
LOC127065268,ENSVVLG00005004335
LOC127065269,ENSVVLG00005006638
LOC127065270,ENSVVLG00005009108
LOC127065271,ENSVVLG00005007091
LOC127065273,ENSVVLG00005008593
LOC127065274,ENSVVLG00005005798
LOC127065276,ENSVVLG00005003027
LOC127065277,ENSVVLG00005003708
LOC127065278,ENSVVLG00005005941
LOC127065279,ENSVVLG00005002116
LOC127065281,ENSVVLG00005002550
LOC127065284,ENSVVLG00005003420
LOC127065286,ENSVVLG00005007182
LOC127065287,ENSVVLG00005007493
LOC127065288,ENSVVLG00005006277
LOC127065289,ENSVVLG00005006016
LOC127065290,ENSVVLG00005006520
LOC127065291,ENSVVLG00005002842
LOC127065293,ENSVVLG00005009022
LOC127065295,ENSVVLG00005005493
LOC127065297,ENSVVLG00005002959
LOC127065298,ENSVVLG00005006110
LOC127065299,ENSVVLG00005004657
LOC127065300,ENSVVLG00005003892
LOC127065301,ENSVVLG00005003312
LOC127065302,ENSVVLG00005007572
LOC127065303,ENSVVLG00005003036
LOC127065305,ENSVVLG00005006710
LOC127065306,ENSVVLG00005005948
LOC127065307,ENSVVLG00005005694
LOC127065308,ENSVVLG00005008816
LOC127065309,ENSVVLG00005009153
LOC127065310,ENSVVLG00005008549
LOC127065311,ENSVVLG00005007419
LOC127065313,ENSVVLG00005009079
LOC127065314,ENSVVLG00005002402
LOC127065316,ENSVVLG00005008411
LOC127065317,ENSVVLG00005007484
LOC127065319,ENSVVLG00005006007
LOC127065320,ENSVVLG00005004019
LOC127065321,ENSVVLG00005008319
LOC127065322,ENSVVLG00005002609
LOC127065324,ENSVVLG00005006499
LOC127065325,ENSVVLG00005002764
LOC127065326,ENSVVLG00005003637
LOC127065327,ENSVVLG00005007219
LOC127065329,ENSVVLG00005008772
LOC127065330,ENSVVLG00005005624
LOC127065336,ENSVVLG00005008617
LOC127065337,ENSVVLG00005003092
LOC127065338,ENSVVLG00005005285
LOC127065339,ENSVVLG00005005268
LOC127065340,ENSVVLG00005007242
LOC127065341,ENSVVLG00005008401
LOC127065342,ENSVVLG00005008078
LOC127065343,ENSVVLG00005005560
LOC127065344,ENSVVLG00005007071
LOC127065345,ENSVVLG00005007222
LOC127065346,ENSVVLG00005007128
LOC127065347,ENSVVLG00005007978
LOC127065348,ENSVVLG00005004871
LOC127065349,ENSVVLG00005004458
LOC127065350,ENSVVLG00005009014
LOC127065351,ENSVVLG00005008269
LOC127065352,ENSVVLG00005009125
LOC127065354,ENSVVLG00005002038
LOC127065355,ENSVVLG00005008262
LOC127065356,ENSVVLG00005009002
LOC127065357,ENSVVLG00005004310
LOC127065358,ENSVVLG00005004151
LOC127065359,ENSVVLG00005004271
LOC127065360,ENSVVLG00005007669
LOC127065361,ENSVVLG00005003194
LOC127065362,ENSVVLG00005002382
LOC127065363,ENSVVLG00005005997
LOC127065366,ENSVVLG00005007367
LOC127065367,ENSVVLG00005002617
LOC127065368,ENSVVLG00005006306
LOC127065369,ENSVVLG00005002442
LOC127065370,ENSVVLG00005007001
LOC127065371,ENSVVLG00005005730
LOC127065372,ENSVVLG00005006531
LOC127065373,ENSVVLG00005002510
LOC127065374,ENSVVLG00005004698
LOC127065375,ENSVVLG00005006329
LOC127065376,ENSVVLG00005005867
LOC127065377,ENSVVLG00005008434
LOC127065378,ENSVVLG00005004187
LOC127065379,ENSVVLG00005002992
LOC127065380,ENSVVLG00005006515
LOC127065381,ENSVVLG00005005631
LOC127065382,ENSVVLG00005003793
LOC127065383,ENSVVLG00005005618
LOC127065384,ENSVVLG00005005547
LOC127065385,ENSVVLG00005008362
LOC127065386,ENSVVLG00005005988
LOC127065388,ENSVVLG00005005352
LOC127065389,ENSVVLG00005003449
LOC127065390,ENSVVLG00005006898
LOC127065391,ENSVVLG00005004322
LOC127065392,ENSVVLG00005008629
LOC127065393,ENSVVLG00005003322
LOC127065399,ENSVVLG00005004910
LOC127065400,ENSVVLG00005006456
LOC127065402,ENSVVLG00005008149
LOC127065403,ENSVVLG00005007459
LOC127065404,ENSVVLG00005008311
LOC127065406,ENSVVLG00005006540
LOC127065407,ENSVVLG00005005790
LOC127065408,ENSVVLG00005006434
LOC127065409,ENSVVLG00005007588
LOC127065410,ENSVVLG00005008920
LOC127065412,ENSVVLG00005007611
LOC127065413,ENSVVLG00005006476
LOC127065414,ENSVVLG00005002943
LOC127065415,ENSVVLG00005006617
LOC127065416,ENSVVLG00005005654
LOC127065417,ENSVVLG00005007996
LOC127065421,ENSVVLG00005003807
LOC127065422,ENSVVLG00005008455
LOC127065423,ENSVVLG00005015829
LOC127065427,ENSVVLG00005003253
LOC127065428,ENSVVLG00005001925
LOC127065429,ENSVVLG00005003014
LOC127065430,ENSVVLG00005006038
LOC127065431,ENSVVLG00005005194
LOC127065432,ENSVVLG00005006153
LOC127065433,ENSVVLG00005007248
LOC127065434,ENSVVLG00005004379
LOC127065435,ENSVVLG00005005828
LOC127065436,ENSVVLG00005002659
LOC127065440,ENSVVLG00005005418
LOC127065441,ENSVVLG00005016159
LOC127065442,ENSVVLG00005008286
LOC127065445,ENSVVLG00005002415
LOC127065446,ENSVVLG00005002420
LOC127065447,ENSVVLG00005002422
LOC127065448,ENSVVLG00005002426
LOC127065449,ENSVVLG00005002418
LOC127065450,ENSVVLG00005004559
LOC127065451,ENSVVLG00005006616
LOC127065453,ENSVVLG00005006429
LOC127065456,ENSVVLG00005005639
LOC127065457,ENSVVLG00005004806
LOC127065458,ENSVVLG00005006304
LOC127065460,ENSVVLG00005015409
LOC127065461,ENSVVLG00005006388
LOC127065462,ENSVVLG00005007337
LOC127065464,ENSVVLG00005007390
LOC127065465,ENSVVLG00005003783
LOC127065466,ENSVVLG00005007567
LOC127065469,ENSVVLG00005006625
LOC127065471,ENSVVLG00005006048
LOC127065472,ENSVVLG00005006439
LOC127065473,ENSVVLG00005000581
LOC127065474,ENSVVLG00005006668
LOC127065475,ENSVVLG00005006953
LOC127065476,ENSVVLG00005008451
LOC127065477,ENSVVLG00005004856
LOC127065478,ENSVVLG00005007692
LOC127065479,ENSVVLG00005015503
LOC127065480,ENSVVLG00005009023
LOC127065481,ENSVVLG00005004128
LOC127065482,ENSVVLG00005007245
LOC127065483,ENSVVLG00005008786
LOC127065486,ENSVVLG00005008995
LOC127065487,ENSVVLG00005008951
LOC127065488,ENSVVLG00005008440
LOC127065490,ENSVVLG00005003545
LOC127065492,ENSVVLG00005004819
LOC127065493,ENSVVLG00005002956
LOC127065494,ENSVVLG00005006901
LOC127065495,ENSVVLG00005006868
LOC127065496,ENSVVLG00005006091
LOC127065498,ENSVVLG00005003874
LOC127065499,ENSVVLG00005005940
LOC127065500,ENSVVLG00005003665
LOC127065501,ENSVVLG00005000381
LOC127065502,ENSVVLG00005003616
LOC127065503,ENSVVLG00005005534
LOC127065504,ENSVVLG00005006630
LOC127065505,ENSVVLG00005004416
LOC127065506,ENSVVLG00005006504
LOC127065507,ENSVVLG00005008101
LOC127065509,ENSVVLG00005008693
LOC127065510,ENSVVLG00005005084
LOC127065519,ENSVVLG00005007132
LOC127065522,ENSVVLG00005006096
LOC127065524,ENSVVLG00005002251
LOC127065528,ENSVVLG00005005561
LOC127065532,ENSVVLG00005014791
LOC127065533,ENSVVLG00005003528
LOC127065534,ENSVVLG00005005622
LOC127065535,ENSVVLG00005005357
LOC127065536,ENSVVLG00005008057
LOC127065537,ENSVVLG00005007223
LOC127065538,ENSVVLG00005003763
LOC127065539,ENSVVLG00005003970
LOC127065540,ENSVVLG00005014795
LOC127065541,ENSVVLG00005006031
LOC127065542,ENSVVLG00005008254
LOC127065543,ENSVVLG00005004869
LOC127065544,ENSVVLG00005008591
LOC127065545,ENSVVLG00005008471
LOC127065546,ENSVVLG00005000075
LOC127065548,ENSVVLG00005005558
LOC127065549,ENSVVLG00005004500
LOC127065550,ENSVVLG00005002907
LOC127065551,ENSVVLG00005007842
LOC127065552,ENSVVLG00005006488
LOC127065557,ENSVVLG00005006122
LOC127065558,ENSVVLG00005016060
LOC127065559,ENSVVLG00005004030
LOC127065560,ENSVVLG00005004840
LOC127065561,ENSVVLG00005003743
LOC127065562,ENSVVLG00005006228
LOC127065563,ENSVVLG00005008819
LOC127065564,ENSVVLG00005006144
LOC127065565,ENSVVLG00005005968
LOC127065566,ENSVVLG00005004235
LOC127065567,ENSVVLG00005005759
LOC127065569,ENSVVLG00005004332
LOC127065570,ENSVVLG00005007607
LOC127065571,ENSVVLG00005005918
LOC127065572,ENSVVLG00005006772
LOC127065573,ENSVVLG00005003634
LOC127065574,ENSVVLG00005003861
LOC127065575,ENSVVLG00005005685
LOC127065576,ENSVVLG00005007750
LOC127065577,ENSVVLG00005007581
LOC127065580,ENSVVLG00005007654
LOC127065581,ENSVVLG00005008402
LOC127065583,ENSVVLG00005006544
LOC127065584,ENSVVLG00005005989
LOC127065585,ENSVVLG00005005249
LOC127065587,ENSVVLG00005005271
LOC127065588,ENSVVLG00005004986
LOC127065589,ENSVVLG00005003756
LOC127065590,ENSVVLG00005004268
LOC127065591,ENSVVLG00005006887
LOC127065592,ENSVVLG00005005568
LOC127065593,ENSVVLG00005006415
LOC127065594,ENSVVLG00005003977
LOC127065596,ENSVVLG00005008616
LOC127065597,ENSVVLG00005008486
LOC127065598,ENSVVLG00005005540
LOC127065599,ENSVVLG00005004745
LOC127065601,ENSVVLG00005006724
LOC127065602,ENSVVLG00005003544
LOC127065603,ENSVVLG00005007095
LOC127065604,ENSVVLG00005008464
LOC127065605,ENSVVLG00005006075
LOC127065606,ENSVVLG00005006711
LOC127065607,ENSVVLG00005003387
LOC127065608,ENSVVLG00005007149
LOC127065610,ENSVVLG00005007282
LOC127065612,ENSVVLG00005008900
LOC127065613,ENSVVLG00005006371
LOC127065614,ENSVVLG00005008888
LOC127065615,ENSVVLG00005007853
LOC127065616,ENSVVLG00005003280
LOC127065617,ENSVVLG00005005457
LOC127065618,ENSVVLG00005008409
LOC127065619,ENSVVLG00005004563
LOC127065624,ENSVVLG00005007710
LOC127065625,ENSVVLG00005005046
LOC127065626,ENSVVLG00005006549
LOC127065627,ENSVVLG00005008011
LOC127065628,ENSVVLG00005005187
LOC127065629,ENSVVLG00005007648
LOC127065630,ENSVVLG00005006897
LOC127065631,ENSVVLG00005006005
LOC127065633,ENSVVLG00005003925
LOC127065634,ENSVVLG00005003020
LOC127065635,ENSVVLG00005008279
LOC127065636,ENSVVLG00005005987
LOC127065639,ENSVVLG00005002814
LOC127065640,ENSVVLG00005007523
LOC127065641,ENSVVLG00005004996
LOC127065642,ENSVVLG00005005105
LOC127065644,ENSVVLG00005008043
LOC127065645,ENSVVLG00005004516
LOC127065646,ENSVVLG00005005573
LOC127065647,ENSVVLG00005008289
LOC127065649,ENSVVLG00005005742
LOC127065650,ENSVVLG00005003741
LOC127065651,ENSVVLG00005003988
LOC127065654,ENSVVLG00005004089
LOC127065655,ENSVVLG00005008185
LOC127065657,ENSVVLG00005008446
LOC127065658,ENSVVLG00005007322
LOC127065660,ENSVVLG00005005073
LOC127065661,ENSVVLG00005004600
LOC127065662,ENSVVLG00005007118
LOC127065663,ENSVVLG00005005261
LOC127065665,ENSVVLG00005007541
LOC127065666,ENSVVLG00005006735
LOC127065667,ENSVVLG00005006417
LOC127065668,ENSVVLG00005005286
LOC127065669,ENSVVLG00005004737
LOC127065670,ENSVVLG00005006285
LOC127065671,ENSVVLG00005004919
LOC127065672,ENSVVLG00005006832
LOC127065673,ENSVVLG00005006983
LOC127065674,ENSVVLG00005006355
LOC127065676,ENSVVLG00005006914
LOC127065677,ENSVVLG00005007369
LOC127065678,ENSVVLG00005006347
LOC127065679,ENSVVLG00005006369
LOC127065681,ENSVVLG00005006559
LOC127065682,ENSVVLG00005007651
LOC127065683,ENSVVLG00005006758
LOC127065684,ENSVVLG00005003418
LOC127065685,ENSVVLG00005006700
LOC127065686,ENSVVLG00005007301
LOC127065688,ENSVVLG00005003630
LOC127065689,ENSVVLG00005005339
LOC127065690,ENSVVLG00005007906
LOC127065691,ENSVVLG00005007590
LOC127065692,ENSVVLG00005005701
LOC127065693,ENSVVLG00005006553
LOC127065695,ENSVVLG00005006883
LOC127065698,ENSVVLG00005005395
LOC127065700,ENSVVLG00005004945
LOC127065701,ENSVVLG00005003645
LOC127065703,ENSVVLG00005007622
LOC127065704,ENSVVLG00005003474
LOC127065705,ENSVVLG00005005318
LOC127065706,ENSVVLG00005004528
LOC127065707,ENSVVLG00005009007
LOC127065708,ENSVVLG00005005723
LOC127065709,ENSVVLG00005016036
LOC127065710,ENSVVLG00005004256
LOC127065712,ENSVVLG00005000663
LOC127065713,ENSVVLG00005008357
LOC127065714,ENSVVLG00005005909
LOC127065715,ENSVVLG00005008933
LOC127065716,ENSVVLG00005008750
LOC127065717,ENSVVLG00005008328
LOC127065719,ENSVVLG00005006013
LOC127065723,ENSVVLG00005000604
LOC127065724,ENSVVLG00005004220
LOC127065726,ENSVVLG00005004894
LOC127065727,ENSVVLG00005007783
LOC127065728,ENSVVLG00005005633
LOC127065729,ENSVVLG00005005027
LOC127065731,ENSVVLG00005004777
LOC127065732,ENSVVLG00005008373
LOC127065733,ENSVVLG00005007886
LOC127065735,ENSVVLG00005006213
LOC127065736,ENSVVLG00005004047
LOC127065737,ENSVVLG00005004170
LOC127065738,ENSVVLG00005005872
LOC127065741,ENSVVLG00005007157
LOC127065742,ENSVVLG00005007348
LOC127065743,ENSVVLG00005004619
LOC127065744,ENSVVLG00005005784
LOC127065745,ENSVVLG00005005305
LOC127065746,ENSVVLG00005005417
LOC127065749,ENSVVLG00005008708
LOC127065751,ENSVVLG00005008580
LOC127065752,ENSVVLG00005004464
LOC127065754,ENSVVLG00005005949
LOC127065755,ENSVVLG00005003504
LOC127065756,ENSVVLG00005003693
LOC127065757,ENSVVLG00005004722
LOC127065758,ENSVVLG00005003015
LOC127065759,ENSVVLG00005007975
LOC127065760,ENSVVLG00005005552
LOC127065761,ENSVVLG00005005142
LOC127065762,ENSVVLG00005006980
LOC127065763,ENSVVLG00005005799
LOC127065764,ENSVVLG00005005487
LOC127065766,ENSVVLG00005003845
LOC127065767,ENSVVLG00005006590
LOC127065768,ENSVVLG00005008266
LOC127065769,ENSVVLG00005002175
LOC127065771,ENSVVLG00005005600
LOC127065772,ENSVVLG00005002918
LOC127065774,ENSVVLG00005004903
LOC127065775,ENSVVLG00005008005
LOC127065777,ENSVVLG00005008308
LOC127065779,ENSVVLG00005003488
LOC127065780,ENSVVLG00005008204
LOC127065781,ENSVVLG00005001124
LOC127065782,ENSVVLG00005002863
LOC127065783,ENSVVLG00005006061
LOC127065784,ENSVVLG00005008194
LOC127065785,ENSVVLG00005004967
LOC127065786,ENSVVLG00005001186
LOC127065787,ENSVVLG00005004021
LOC127065788,ENSVVLG00005005299
LOC127065790,ENSVVLG00005008603
LOC127065795,ENSVVLG00005003835
LOC127065800,ENSVVLG00005007578
LOC127065805,ENSVVLG00005006962
LOC127065808,ENSVVLG00005015448
LOC127065811,ENSVVLG00005007674
LOC127065812,ENSVVLG00005008622
LOC127065813,ENSVVLG00005006056
LOC127065814,ENSVVLG00005001348
LOC127065815,ENSVVLG00005007008
LOC127065816,ENSVVLG00005005834
LOC127065817,ENSVVLG00005007416
LOC127065819,ENSVVLG00005014701
LOC127065820,ENSVVLG00005004666
LOC127065822,ENSVVLG00005007172
LOC127065823,ENSVVLG00005002989
LOC127065824,ENSVVLG00005008628
LOC127065826,ENSVVLG00005007916
LOC127065827,ENSVVLG00005004010
LOC127065828,ENSVVLG00005004331
LOC127065829,ENSVVLG00005005960
LOC127065830,ENSVVLG00005005013
LOC127065831,ENSVVLG00005005842
LOC127065832,ENSVVLG00005003699
LOC127065833,ENSVVLG00005008911
LOC127065834,ENSVVLG00005004303
LOC127065835,ENSVVLG00005007307
LOC127065837,ENSVVLG00005001213
LOC127065838,ENSVVLG00005008232
LOC127065839,ENSVVLG00005003052
LOC127065840,ENSVVLG00005008869
LOC127065842,ENSVVLG00005008544
LOC127065843,ENSVVLG00005000166
LOC127065845,ENSVVLG00005015598
LOC127065846,ENSVVLG00005006526
LOC127065847,ENSVVLG00005007557
LOC127065850,ENSVVLG00005000067
LOC127065852,ENSVVLG00005006812
LOC127065853,ENSVVLG00005005118
LOC127065854,ENSVVLG00005006968
LOC127065855,ENSVVLG00005004549
LOC127065856,ENSVVLG00005006154
LOC127065857,ENSVVLG00005008420
LOC127065858,ENSVVLG00005008743
LOC127065859,ENSVVLG00005005585
LOC127065861,ENSVVLG00005008585
LOC127065862,ENSVVLG00005003037
LOC127065863,ENSVVLG00005005820
LOC127065864,ENSVVLG00005007626
LOC127065865,ENSVVLG00005007602
LOC127065866,ENSVVLG00005002526
LOC127065867,ENSVVLG00005000223
LOC127065869,ENSVVLG00005003124
LOC127065870,ENSVVLG00005003088
LOC127065871,ENSVVLG00005008349
LOC127065872,ENSVVLG00005008131
LOC127065874,ENSVVLG00005005203
LOC127065875,ENSVVLG00005015695
LOC127065876,ENSVVLG00005006478
LOC127065877,ENSVVLG00005003381
LOC127065878,ENSVVLG00005008025
LOC127065879,ENSVVLG00005007640
LOC127065882,ENSVVLG00005005370
LOC127065883,ENSVVLG00005005995
LOC127065884,ENSVVLG00005006776
LOC127065885,ENSVVLG00005004106
LOC127065886,ENSVVLG00005001421
LOC127065888,ENSVVLG00005003710
LOC127065889,ENSVVLG00005008498
LOC127065890,ENSVVLG00005006001
LOC127065891,ENSVVLG00005005932
LOC127065892,ENSVVLG00005005130
LOC127065893,ENSVVLG00005004616
LOC127065894,ENSVVLG00005008565
LOC127065895,ENSVVLG00005006360
LOC127065896,ENSVVLG00005007772
LOC127065897,ENSVVLG00005004445
LOC127065898,ENSVVLG00005006398
LOC127065902,ENSVVLG00005008983
LOC127065903,ENSVVLG00005007809
LOC127065904,ENSVVLG00005003581
LOC127065905,ENSVVLG00005005238
LOC127065906,ENSVVLG00005002877
LOC127065907,ENSVVLG00005008514
LOC127065908,ENSVVLG00005005362
LOC127065909,ENSVVLG00005008396
LOC127065910,ENSVVLG00005002845
LOC127065911,ENSVVLG00005014894
LOC127065913,ENSVVLG00005005926
LOC127065914,ENSVVLG00005003354
LOC127065915,ENSVVLG00005003886
LOC127065917,ENSVVLG00005004607
LOC127065918,ENSVVLG00005005651
LOC127065919,ENSVVLG00005008414
LOC127065921,ENSVVLG00005007614
LOC127065922,ENSVVLG00005002718
LOC127065923,ENSVVLG00005008756
LOC127065924,ENSVVLG00005007434
LOC127065925,ENSVVLG00005008610
LOC127065926,ENSVVLG00005004571
LOC127065927,ENSVVLG00005008001
LOC127065928,ENSVVLG00005008998
LOC127065932,ENSVVLG00005008153
LOC127065933,ENSVVLG00005006261
LOC127065935,ENSVVLG00005004155
LOC127065936,ENSVVLG00005004244
LOC127065937,ENSVVLG00005004389
LOC127065938,ENSVVLG00005006020
LOC127065939,ENSVVLG00005003599
LOC127065941,ENSVVLG00005008261
LOC127065942,ENSVVLG00005008639
LOC127065943,ENSVVLG00005005859
LOC127065944,ENSVVLG00005004530
LOC127065945,ENSVVLG00005004122
LOC127065946,ENSVVLG00005000979
LOC127065947,ENSVVLG00005008020
LOC127065953,ENSVVLG00005006955
LOC127065954,ENSVVLG00005004162
LOC127065955,ENSVVLG00005000111
LOC127065956,ENSVVLG00005008072
LOC127065957,ENSVVLG00005005403
LOC127065958,ENSVVLG00005004577
LOC127065962,ENSVVLG00005005215
LOC127065963,ENSVVLG00005006267
LOC127065964,ENSVVLG00005008571
LOC127065965,ENSVVLG00005008668
LOC127065966,ENSVVLG00005006363
LOC127065967,ENSVVLG00005004193
LOC127065968,ENSVVLG00005006658
LOC127065969,ENSVVLG00005004212
LOC127065970,ENSVVLG00005008173
LOC127065971,ENSVVLG00005007189
LOC127065974,ENSVVLG00005004143
LOC127065975,ENSVVLG00005006180
LOC127065976,ENSVVLG00005007038
LOC127065977,ENSVVLG00005007144
LOC127065978,ENSVVLG00005006165
LOC127065979,ENSVVLG00005007767
LOC127065980,ENSVVLG00005005408
LOC127065981,ENSVVLG00005008765
LOC127065983,ENSVVLG00005007948
LOC127065984,ENSVVLG00005006335
LOC127065985,ENSVVLG00005003638
LOC127065986,ENSVVLG00005003406
LOC127065987,ENSVVLG00005003341
LOC127065988,ENSVVLG00005008090
LOC127065989,ENSVVLG00005006571
LOC127065990,ENSVVLG00005008559
LOC127065991,ENSVVLG00005005981
LOC127065993,ENSVVLG00005006461
LOC127065994,ENSVVLG00005000709
LOC127065995,ENSVVLG00005006932
LOC127065997,ENSVVLG00005005163
LOC127065998,ENSVVLG00005007475
LOC127065999,ENSVVLG00005007985
LOC127066002,ENSVVLG00005003309
LOC127066003,ENSVVLG00005003313
LOC127066004,ENSVVLG00005003297
LOC127066005,ENSVVLG00005003303
