gene_vv,symbol_vv,description_vv,genetype_vv,ntranscripts_vv,chromosome_vv,accession_vv,start_vv,stop_vv
LOC127068417,Psq,pipsqueak,PROTEIN_CODING,7,13,NC_066598.1,1027629,1073793
LOC127068418,cno,adherens junction formation factor afadin,PROTEIN_CODING,13,1,NC_066586.1,17105122,17153713
LOC127068421,Elp3,elongator complex protein 3,PROTEIN_CODING,1,13,NC_066598.1,815162,817579
LOC127068432,Nubp1,NUBP iron-sulfur cluster assembly factor 1,PROTEIN_CODING,2,13,NC_066598.1,1363372,1367694
LOC127068435,wap,DDB1 and CUL4 associated factor wap,PROTEIN_CODING,2,13,NC_066598.1,1454512,1457430
LOC127068438,Ntan1,N-terminal amidohydrolase 1,PROTEIN_CODING,6,13,NC_066598.1,1388886,1427638
LOC127068444,Nf-YA,nuclear factor Y-box A,PROTEIN_CODING,6,13,NC_066598.1,1835575,1839651
LOC127068446,Cdk1,Cyclin-dependent kinase 1,PROTEIN_CODING,1,13,NC_066598.1,1824016,1827092
LOC127068454,Lamtor1,"Late endosomal/lysosomal adaptor, MAPK and MTOR activator 1",PROTEIN_CODING,2,13,NC_066598.1,1831490,1834423
LOC127068455,Cox11,Cytochrome c oxidase copper chaperone COX11,PROTEIN_CODING,1,13,NC_066598.1,1362123,1363344
LOC127068458,Tsp97E,Tetraspanin 97E,PROTEIN_CODING,3,13,NC_066598.1,851699,854158
LOC127068461,Sar1,Secretion-associated Ras-related 1,PROTEIN_CODING,2,13,NC_066598.1,755756,757718
LOC127068464,Mlc1,Myosin light chain alkali,PROTEIN_CODING,2,13,NC_066598.1,50107,53821
LOC127068497,repo,reversed polarity,PROTEIN_CODING,3,13,NC_066598.1,2182520,2186673
LOC127068498,RnrS,ribonucleoside-diphosphate reductase subunit M2,PROTEIN_CODING,2,13,NC_066598.1,2229784,2233142
LOC127068502,RpL19,ribosomal protein L19,PROTEIN_CODING,1,13,NC_066598.1,2172587,2173944
LOC127068503,Adi1,acireductone dioxygenase 1,PROTEIN_CODING,1,13,NC_066598.1,2228409,2229632
LOC127068504,Rap2l,Ras-associated protein 2-like,PROTEIN_CODING,1,13,NC_066598.1,2218607,2224307
LOC127068510,dachs,unconventional myosin-IXb-like dachs,PROTEIN_CODING,2,13,NC_066598.1,4188089,4298019
LOC127068512,Syn1,Syntrophin-like 1,PROTEIN_CODING,3,13,NC_066598.1,3635661,4178968
LOC127068545,crn,pre-mRNA splicing factor crn,PROTEIN_CODING,8,13,NC_066598.1,5234782,5241151
LOC127068546,IKKbeta,I-kappaB kinase beta,PROTEIN_CODING,2,13,NC_066598.1,5213266,5216985
LOC127068567,Zip99C,Zinc transporter Zip99C,PROTEIN_CODING,4,13,NC_066598.1,3494918,3512132
LOC127068569,Grd,GABA-gated ion channel,PROTEIN_CODING,11,1,NC_066586.1,5792929,5809482
LOC127068570,P32,complement C1q binding protein P32,PROTEIN_CODING,1,13,NC_066598.1,3515771,3517599
LOC127068575,Sytbeta,Synaptotagmin beta,PROTEIN_CODING,13,13,NC_066598.1,2281251,2376773
LOC127068578,Vps36,vacuolar protein sorting 36,PROTEIN_CODING,2,13,NC_066598.1,2278237,2280729
LOC127068581,FASN1,Fatty acid synthase 1,PROTEIN_CODING,2,13,NC_066598.1,4515800,4541733
LOC127068600,Pex11ab,peroxin 11,PROTEIN_CODING,1,13,NC_066598.1,1948099,1949846
LOC127068606,Hsc70Cb,heat shock protein 70Cb,PROTEIN_CODING,2,13,NC_066598.1,2380884,2389251
LOC127068611,Pdi,protein disulfide isomerase,PROTEIN_CODING,4,13,NC_066598.1,2481155,2485842
LOC127068612,ArfGAP3,ADP-ribosylation factor GTPase activating protein 3,PROTEIN_CODING,2,1,NC_066586.1,5780408,5783320
LOC127068616,l(3)76BDm,trafficking protein particle complex subunit 8 homolog l(3)76BDm,PROTEIN_CODING,1,13,NC_066598.1,1989531,1996859
LOC127068618,Rpt2,26S proteasome regulatory subunit Rpt2,PROTEIN_CODING,1,13,NC_066598.1,1983499,1985459
LOC127068619,Polr3F,RNA polymerase III subunit F,PROTEIN_CODING,2,13,NC_066598.1,1981322,1982724
LOC127068621,Sply,Sphingosine-1-phosphate lyase,PROTEIN_CODING,2,13,NC_066598.1,2595184,2598072
LOC127068623,CCT2,chaperonin containing TCP1 subunit 2,PROTEIN_CODING,1,1,NC_066586.1,5766161,5768812
LOC127068631,GLS,Glutaminase,PROTEIN_CODING,8,13,NC_066598.1,4752578,4765892
LOC127068636,pbl,epithelial cell transforming 2 pebble,PROTEIN_CODING,11,13,NC_066598.1,4691102,4706318
LOC127068644,PDCD-5,programmed cell death 5,PROTEIN_CODING,1,13,NC_066598.1,2512349,2513479
LOC127068651,FipoQ,F-box/LRR-repeat protein FipoQ,PROTEIN_CODING,5,13,NC_066598.1,3482395,3492847
LOC127068655,Ent3,equilibrative nucleoside transporter 3,PROTEIN_CODING,2,13,NC_066598.1,4559620,4570651
LOC127068834,pea,ATP-dependent RNA helicase pea,PROTEIN_CODING,1,14,NC_066599.1,891257,895704
LOC127068835,Nox,NADPH oxidase,PROTEIN_CODING,1,14,NC_066599.1,878383,887393
LOC127068836,Cht7,chitinase 7,PROTEIN_CODING,1,14,NC_066599.1,845753,870326
LOC127068838,Suv3,Suv3 helicase,PROTEIN_CODING,3,14,NC_066599.1,662460,666714
LOC127068843,HLH3B,Helix loop helix protein 3B,PROTEIN_CODING,6,14,NC_066599.1,686003,695085
LOC127068849,Trs23,trafficking protein particle complex subunit 4-like protein Trs23,PROTEIN_CODING,1,14,NC_066599.1,668969,670008
LOC127068853,Ggamma30A,guanine nucleotide-binding protein subunit gamma-e,PROTEIN_CODING,1,14,NC_066599.1,836688,844654
LOC127068858,Set1,SET domain containing 1,PROTEIN_CODING,2,14,NC_066599.1,213539,221113
LOC127068860,larp,La related protein,PROTEIN_CODING,5,14,NC_066599.1,160510,179675
LOC127068862,AP-2alpha,"adaptor protein complex 2, subunit alpha",PROTEIN_CODING,7,14,NC_066599.1,101979,114129
LOC127068869,Pak3,p21 (RAC1) activated kinase 3,PROTEIN_CODING,1,14,NC_066599.1,21288,25369
LOC127068874,Hand,heart- and neural crest derivatives-expressed protein,PROTEIN_CODING,1,14,NC_066599.1,183969,189367
LOC127068875,wmd,serine-threonine kinase receptor-associated protein wmd,PROTEIN_CODING,1,14,NC_066599.1,17823,20489
LOC127068880,Dak1,cytidine/uridine monophosphate kinase Dak1,PROTEIN_CODING,1,14,NC_066599.1,203070,204754
LOC127068883,RpL23,ribosomal protein L23,PROTEIN_CODING,1,1,NC_066586.1,15964915,15966244
LOC127068886,UQCR-11,Ubiquinol-cytochrome c reductase 11 kDa subunit,PROTEIN_CODING,1,14,NC_066599.1,212452,213361
LOC127068898,GluRS-m,"putative glutamate--tRNA ligase, mitochondrial",PROTEIN_CODING,2,14,NC_066599.1,1204567,1208806
LOC127068903,sau,Golgi phosphoprotein 3 homolog sauron,PROTEIN_CODING,1,14,NC_066599.1,1485768,1491233
LOC127068909,rsh,radish,PROTEIN_CODING,8,14,NC_066599.1,2891778,3008851
LOC127068913,Pdk1,Phosphoinositide-dependent kinase 1,PROTEIN_CODING,8,1,NC_066586.1,19815857,19964707
LOC127068916,Cad96Ca,tyrosine kinase receptor Cad96Ca,PROTEIN_CODING,2,14,NC_066599.1,2481826,2496386
LOC127068919,E2f1,E2F transcription factor 1,PROTEIN_CODING,13,14,NC_066599.1,3022377,3035984
LOC127068920,Trf2,TATA box binding protein-related factor 2,PROTEIN_CODING,1,1,NC_066586.1,14580464,14586587
LOC127068928,Taf9,TBP-associated factor 9,PROTEIN_CODING,5,14,NC_066599.1,2680868,2685876
LOC127068935,mRpL41,mitochondrial ribosomal protein L41,PROTEIN_CODING,1,14,NC_066599.1,3016732,3017945
LOC127068936,Bruce,BIR repeat containing ubiquitin-conjugating enzyme,PROTEIN_CODING,4,1,NC_066586.1,6112743,6135542
LOC127068940,SmE,Small ribonucleoprotein particle protein SmE,PROTEIN_CODING,2,14,NC_066599.1,2298599,2299925
LOC127068946,Msh6,DNA mismatch repair protein Msh6,PROTEIN_CODING,2,14,NC_066599.1,551553,557654
LOC127068949,Zfrp8,Zinc finger protein RP-8,PROTEIN_CODING,4,14,NC_066599.1,401990,407631
LOC127068963,Naprt,nicotinate phosphoribosyltransferase,PROTEIN_CODING,7,14,NC_066599.1,416466,422206
LOC127068965,singed,fascin domain-containing protein singed,PROTEIN_CODING,11,14,NC_066599.1,357909,368427
LOC127068968,Trxr1,Thioredoxin reductase 1,PROTEIN_CODING,4,1,NC_066586.1,19399869,19404659
LOC127068976,RhoGDI,rho GDP-dissociation inhibitor,PROTEIN_CODING,1,14,NC_066599.1,354223,357406
LOC127068978,ND-ACP,NADH dehydrogenase (ubiquinone) acyl carrier protein,PROTEIN_CODING,2,14,NC_066599.1,463275,465107
LOC127068979,l(3)87Df,lethal (3) 87Df,PROTEIN_CODING,1,14,NC_066599.1,340478,340991
LOC127068987,KaiR1D,Kainate-type ionotropic glutamate receptor subunit 1D,PROTEIN_CODING,10,14,NC_066599.1,3922303,4138829
LOC127068989,Notum,palmitoleoyl-protein carboxylesterase notum,PROTEIN_CODING,1,14,NC_066599.1,4232706,4254271
LOC127068990,Mef2,myocyte enhancer factor 2,PROTEIN_CODING,12,14,NC_066599.1,4256709,4322082
LOC127069007,RpL18,ribosomal protein L18,PROTEIN_CODING,1,14,NC_066599.1,4485314,4486681
LOC127069009,Mbs,Myosin binding subunit,PROTEIN_CODING,7,14,NC_066599.1,4892245,4909984
LOC127069012,Trhn,tryptophan hydroxylase,PROTEIN_CODING,1,14,NC_066599.1,4926427,4930118
LOC127069017,Grasp65,Golgi reassembly-stacking protein 2,PROTEIN_CODING,2,14,NC_066599.1,4873510,4875893
LOC127069019,Uch,Ubiquitin carboxyl-terminal hydrolase,PROTEIN_CODING,3,14,NC_066599.1,4870545,4873185
LOC127069026,Gp93,heat shock protein 90 Gp93,PROTEIN_CODING,1,14,NC_066599.1,642588,645997
LOC127069029,Pex13,peroxin 13,PROTEIN_CODING,5,1,NC_066586.1,4281071,4283683
LOC127069032,Swt1,Swt1 RNA endoribonuclease,PROTEIN_CODING,9,14,NC_066599.1,3453651,3473302
LOC127069035,Usp,ultraspiracle,PROTEIN_CODING,6,14,NC_066599.1,3416555,3467322
LOC127069040,Glut1,Glucose transporter 1,PROTEIN_CODING,23,14,NC_066599.1,4998445,5029800
LOC127069042,Tudor-SN,staphylococcal nuclease domain-containing protein 1,PROTEIN_CODING,1,14,NC_066599.1,4983421,4988880
LOC127069043,Hsp90,heat shock protein 90,PROTEIN_CODING,1,14,NC_066599.1,4979729,4982969
LOC127069045,MED27,mediator complex subunit 27,PROTEIN_CODING,2,14,NC_066599.1,5030083,5031597
LOC127069046,Vap33,VAMP-associated protein 33kDa,PROTEIN_CODING,1,14,NC_066599.1,4991635,4995398
LOC127069049,lig,ubiquitin-associated protein-like lingerer,PROTEIN_CODING,9,14,NC_066599.1,4570071,4581205
LOC127069050,dpa,disc proliferation abnormal,PROTEIN_CODING,6,14,NC_066599.1,4539496,4543621
LOC127069051,wech,tripartite motif containing 71 protein wech,PROTEIN_CODING,2,14,NC_066599.1,4544227,4562576
LOC127069053,Exo70,exocyst complex component 7,PROTEIN_CODING,1,14,NC_066599.1,4566662,4569665
LOC127069056,Rac1,ras-related protein Rac1,PROTEIN_CODING,1,14,NC_066599.1,4563400,4566718
LOC127069058,ry,xanthine dehydrogenase rosy,PROTEIN_CODING,1,14,NC_066599.1,993785,1002531
LOC127069061,alpha-PheRS,phenylalanine--tRNA ligase alpha subunit,PROTEIN_CODING,2,14,NC_066599.1,1004684,1008235
LOC127069066,RpL36,ribosomal protein L36,PROTEIN_CODING,1,14,NC_066599.1,991583,992681
LOC127069088,Hs6st,heparan sulfate 6-O-sulfotransferase,PROTEIN_CODING,1,14,NC_066599.1,3173906,3179098
LOC127069089,AP-1mu,"adaptor protein complex 1, mu subunit",PROTEIN_CODING,1,14,NC_066599.1,3373808,3375971
LOC127069090,La,La autoantigen-like,PROTEIN_CODING,1,14,NC_066599.1,3410125,3413161
LOC127069092,RpL35A,ribosomal protein L35A,PROTEIN_CODING,2,14,NC_066599.1,3182506,3183688
LOC127069096,Nhe1,Na[+]/H[+] hydrogen exchanger 1,PROTEIN_CODING,2,14,NC_066599.1,5093233,5098486
LOC127069097,SRPK,SR splicing factor protein kinase,PROTEIN_CODING,2,14,NC_066599.1,5099652,5107388
LOC127069099,Dph2,Diphthamide biosynthesis 2,PROTEIN_CODING,1,14,NC_066599.1,5090921,5093063
LOC127069100,boca,LDLR chaperone boca,PROTEIN_CODING,1,14,NC_066599.1,5088444,5089695
LOC127069105,Aplip1,JNK-interacting protein Aplip1,PROTEIN_CODING,4,14,NC_066599.1,4936387,4941459
LOC127069110,hop,tyrosine-protein kinase hopscotch,PROTEIN_CODING,1,14,NC_066599.1,4364663,4370211
LOC127069111,Pngl,N-glycanase Pngl,PROTEIN_CODING,4,14,NC_066599.1,4361717,4364526
LOC127069112,SamDC,S-adenosylmethionine decarboxylase,PROTEIN_CODING,1,14,NC_066599.1,4342066,4352103
LOC127069114,Arpc2,"Actin-related protein 2/3 complex, subunit 2",PROTEIN_CODING,1,14,NC_066599.1,4357464,4359815
LOC127069115,Dhps,Deoxyhypusine synthase,PROTEIN_CODING,1,1,NC_066586.1,3114089,3116004
LOC127069118,mRpS16,mitochondrial ribosomal protein S16,PROTEIN_CODING,1,14,NC_066599.1,4376496,4377406
LOC127069122,Dnah3,"dynein heavy chain 3, axonemal",PROTEIN_CODING,4,1,NC_066586.1,8853300,8867268
LOC127069132,eIF3c,eukaryotic translation initiation factor 3 subunit C,PROTEIN_CODING,1,14,NC_066599.1,4439155,4444214
LOC127069133,Vps33B,vacuolar protein sorting 33B,PROTEIN_CODING,1,14,NC_066599.1,4436514,4439601
LOC127069137,Cchl,Cytochrome c heme lyase,PROTEIN_CODING,2,14,NC_066599.1,4406846,4408729
LOC127069140,Urm1,Ubiquitin-related modifier 1,PROTEIN_CODING,4,14,NC_066599.1,3654707,3672371
LOC127069144,Haspin,haspin,PROTEIN_CODING,7,14,NC_066599.1,4399147,4404505
LOC127069145,Eps-15,Epidermal growth factor receptor pathway substrate clone 15,PROTEIN_CODING,4,14,NC_066599.1,4385015,4396683
LOC127069150,KdelR,ER lumen protein-retaining receptor,PROTEIN_CODING,1,14,NC_066599.1,4381044,4382711
LOC127069161,Rfwd3,ring finger and WD repeat domain 3,PROTEIN_CODING,3,14,NC_066599.1,3684410,3686657
LOC127069162,Prps,phosphoribosyl pyrophosphate synthetase,PROTEIN_CODING,5,14,NC_066599.1,3690007,3698761
LOC127069166,Ubc4,ubiquitin conjugating enzyme 4,PROTEIN_CODING,4,14,NC_066599.1,3687734,3692256
LOC127069167,Tgs1,Trimethylguanosine synthase 1,PROTEIN_CODING,1,14,NC_066599.1,1828544,1833676
LOC127069177,SmF,small ribonucleoprotein particle protein SmF,PROTEIN_CODING,1,14,NC_066599.1,1820917,1821683
LOC127069183,Sec15,exocyst complex component Sec15,PROTEIN_CODING,2,14,NC_066599.1,561852,566321
LOC127069185,Sec61alpha,SEC61 translocon subunit alpha,PROTEIN_CODING,1,14,NC_066599.1,569950,573242
LOC127069197,Prp4k,Pre-mRNA processing factor 4 kinase,PROTEIN_CODING,1,14,NC_066599.1,4743111,4753743
LOC127069208,Hsc20,"iron-sulfur cluster co-chaperone protein HscB-like protein, mitochondrial",PROTEIN_CODING,1,14,NC_066599.1,3725293,3726612
LOC127069210,Ak6,adenylate kinase isoenzyme 6,PROTEIN_CODING,1,14,NC_066599.1,3726833,3727782
LOC127069211,mRpS6,mitochondrial ribosomal protein S6,PROTEIN_CODING,1,14,NC_066599.1,3724159,3725141
LOC127069213,pont,pontin,PROTEIN_CODING,1,14,NC_066599.1,958622,960463
LOC127069218,AcCoAS,acetyl coenzyme A synthase,PROTEIN_CODING,1,14,NC_066599.1,4758177,4769047
LOC127069230,Rich,guanine nucleotide exchange factor subunit Rich,PROTEIN_CODING,2,14,NC_066599.1,4600005,4607218
LOC127069234,Sec8,Secretory 8,PROTEIN_CODING,2,14,NC_066599.1,4608612,4610005
LOC127069239,Arfip,ADP ribosylation factor interacting protein arfaptin,PROTEIN_CODING,1,14,NC_066599.1,4453582,4457554
LOC127069259,l(1)10Bb,BUD31-like protein,PROTEIN_CODING,5,15,NC_066600.1,4974387,4981457
LOC127069270,Impbeta11,importin beta11,PROTEIN_CODING,5,15,NC_066600.1,1125139,1131119
LOC127069272,hay,ATP-dependent DNA helicase hay,PROTEIN_CODING,1,15,NC_066600.1,1722333,1725203
LOC127069273,Sec3,exocyst complex component Sec3,PROTEIN_CODING,2,15,NC_066600.1,1734459,1738193
LOC127069274,su(f),cleavage stimulation factor subunit su(f),PROTEIN_CODING,1,15,NC_066600.1,1647697,1653454
LOC127069279,fuss,fussel,PROTEIN_CODING,8,15,NC_066600.1,1001247,1097226
LOC127069282,wda,will decrease acetylation,PROTEIN_CODING,1,15,NC_066600.1,1725256,1728759
LOC127069287,temp,protein prenyltransferase alpha subunit repeat-containing protein tempura,PROTEIN_CODING,1,15,NC_066600.1,1192150,1196407
LOC127069289,EndoA,endophilin-A,PROTEIN_CODING,12,15,NC_066600.1,1099436,1124804
LOC127069294,RpS6,ribosomal protein S6,PROTEIN_CODING,1,15,NC_066600.1,1131173,1132901
LOC127069299,Tbca,Tubulin binding cofactor A,PROTEIN_CODING,1,15,NC_066600.1,1196803,1197563
LOC127069306,Gsc,Goosecoid,PROTEIN_CODING,2,1,NC_066586.1,855886,862743
LOC127069309,adp,adipose,PROTEIN_CODING,6,15,NC_066600.1,996782,1000910
LOC127069311,PAN3,Poly(A) specific ribonuclease subunit PAN3,PROTEIN_CODING,4,15,NC_066600.1,982345,989106
LOC127069318,eIF3h,eukaryotic translation initiation factor 3 subunit H,PROTEIN_CODING,1,15,NC_066600.1,947956,949241
LOC127069319,BBS5,Bardet-Biedl syndrome 5 protein,PROTEIN_CODING,2,15,NC_066600.1,994705,998118
LOC127069321,CRIF,growth arrest and DNA damage-inducible proteins-interacting protein CRIF,PROTEIN_CODING,1,15,NC_066600.1,989181,990750
LOC127069324,Gem2,Gemin 2,PROTEIN_CODING,1,15,NC_066600.1,943882,945670
LOC127069340,Ppn,Papilin,PROTEIN_CODING,8,15,NC_066600.1,241137,293682
LOC127069345,Ack-like,activated Cdc42 kinase-like,PROTEIN_CODING,9,15,NC_066600.1,189174,201740
LOC127069346,Exn,Ephexin,PROTEIN_CODING,3,15,NC_066600.1,94438,104612
LOC127069350,wnd,wallenda,PROTEIN_CODING,7,15,NC_066600.1,315672,324907
LOC127069352,Tps1,Trehalose-6-phosphate synthase 1,PROTEIN_CODING,4,15,NC_066600.1,139466,152115
LOC127069364,Rad23,UV excision repair protein Rad23,PROTEIN_CODING,2,15,NC_066600.1,206382,208796
LOC127069366,Task7,TWIK-related acid-sensitive K[+] channel 7,PROTEIN_CODING,1,15,NC_066600.1,232934,237143
LOC127069374,TpnC25D,Troponin C at 25D,PROTEIN_CODING,1,15,NC_066600.1,112237,113837
LOC127069376,Rsph4a,Radial spoke head protein 4a,PROTEIN_CODING,1,15,NC_066600.1,293725,299784
LOC127069379,PlexB,plexin B,PROTEIN_CODING,3,15,NC_066600.1,590163,604550
LOC127069388,PIG-T,phosphatidylinositol glycan anchor biosynthesis class T,PROTEIN_CODING,1,15,NC_066600.1,624725,627379
LOC127069389,SH3PX1,sorting nexin 33-like protein SH3PX1,PROTEIN_CODING,3,15,NC_066600.1,633131,636143
LOC127069391,CaMKI,Calcium/calmodulin-dependent protein kinase I,PROTEIN_CODING,7,15,NC_066600.1,637818,648743
LOC127069392,Idh3g,Isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma,PROTEIN_CODING,1,15,NC_066600.1,649086,651222
LOC127069395,schlank,ceramide synthase schlank,PROTEIN_CODING,3,15,NC_066600.1,629036,633050
LOC127069399,CIAPIN1,cytokine induced apoptosis inhibitor 1,PROTEIN_CODING,1,15,NC_066600.1,575831,577545
LOC127069401,Hou,GID complex subunit 8 homolog protein Houki,PROTEIN_CODING,2,15,NC_066600.1,674788,676224
LOC127069410,sm,smooth,PROTEIN_CODING,5,15,NC_066600.1,4510340,4622256
LOC127069420,waw,Translation factor waclaw,PROTEIN_CODING,2,15,NC_066600.1,2949817,2953067
LOC127069430,Gos28,golgi SNAP receptor complex member Gos28,PROTEIN_CODING,1,15,NC_066600.1,2937481,2939247
LOC127069443,Plc21C,Phospholipase C at 21C,PROTEIN_CODING,3,15,NC_066600.1,2513099,2530286
LOC127069444,inaE,inactivation no afterpotential E,PROTEIN_CODING,7,15,NC_066600.1,2145522,2176543
LOC127069448,smid,nuclear valosin-containing protein-like smid,PROTEIN_CODING,3,15,NC_066600.1,2685033,2690228
LOC127069449,tna,tonalli,PROTEIN_CODING,3,15,NC_066600.1,2833315,2918804
LOC127069451,cysu,Curly Su,PROTEIN_CODING,2,15,NC_066600.1,2807668,2867731
LOC127069456,GlyRS,glycine--tRNA ligase,PROTEIN_CODING,1,15,NC_066600.1,2190830,2193728
LOC127069457,pnt,ETS transcription factor pointed,PROTEIN_CODING,8,15,NC_066600.1,2600979,2682272
LOC127069463,CCT6,chaperonin containing TCP1 subunit 6,PROTEIN_CODING,1,15,NC_066600.1,2186231,2188803
LOC127069464,nclb,no child left behind,PROTEIN_CODING,1,15,NC_066600.1,2141606,2144587
LOC127069467,BckdhB,Branched chain keto acid dehydrogenase E1 subunit beta,PROTEIN_CODING,2,15,NC_066600.1,2693050,2705066
LOC127069471,Prp18,pre-mRNA processing factor 18,PROTEIN_CODING,1,15,NC_066600.1,2548425,2550985
LOC127069472,Gmer,GDP-L-fucose synthase-like protein,PROTEIN_CODING,2,15,NC_066600.1,2176861,2178755
LOC127069473,Lst8,"MTOR associated protein, LST8",PROTEIN_CODING,1,15,NC_066600.1,2690600,2693333
LOC127069476,P5cr,Pyrroline 5-carboyxlate reductase,PROTEIN_CODING,2,15,NC_066600.1,2546291,2548267
LOC127069477,Coq5,"ubiquinone biosynthesis protein COQ3, mitochondrial",PROTEIN_CODING,1,1,NC_066586.1,1865953,1868182
LOC127069484,RpS24,ribosomal protein S24,PROTEIN_CODING,3,15,NC_066600.1,2534483,2536585
LOC127069499,Grip91,gamma-tubulin complex component 3,PROTEIN_CODING,2,15,NC_066600.1,35383,40652
LOC127069501,fl(2)d,female lethal d,PROTEIN_CODING,8,15,NC_066600.1,29116,34889
LOC127069503,ND-42,NADH dehydrogenase (ubiquinone) subunit ND-42,PROTEIN_CODING,1,15,NC_066600.1,54252,56348
LOC127069504,lic,dual specificity mitogen-activated protein kinase kinase lic,PROTEIN_CODING,4,15,NC_066600.1,40851,43819
LOC127069505,beta3GalTII,"beta-1,3-galactosyltransferase 6",PROTEIN_CODING,1,15,NC_066600.1,46877,48219
LOC127069510,Pmm2,phosphomannomutase,PROTEIN_CODING,1,15,NC_066600.1,44109,46025
LOC127069523,HemK2,HemK methyltransferase 2,PROTEIN_CODING,1,15,NC_066600.1,381705,383280
LOC127069525,Meltrin,meltrin,PROTEIN_CODING,1,15,NC_066600.1,4723853,4801122
LOC127069528,Dora,Dorado,PROTEIN_CODING,4,15,NC_066600.1,4830380,4883077
LOC127069529,Esp,Epidermal stripes and patches,PROTEIN_CODING,2,15,NC_066600.1,4812024,4823698
LOC127069531,Vg,vitellogenin,PROTEIN_CODING,1,15,NC_066600.1,4895691,4901859
LOC127069543,RpL23A,ribosomal protein L23A,PROTEIN_CODING,1,15,NC_066600.1,1847360,1848888
LOC127069545,l(1)G0007,ATP-dependent RNA helicase l(1)G0007,PROTEIN_CODING,1,15,NC_066600.1,4964731,4971055
LOC127069546,Cpr,Cytochrome P450 reductase,PROTEIN_CODING,3,15,NC_066600.1,4949521,4961644
LOC127069549,AP-1-2beta,"adaptor protein complex 1/2, beta subunit",PROTEIN_CODING,6,15,NC_066600.1,4677670,4683333
LOC127069553,RpS27,ribosomal protein S27,PROTEIN_CODING,1,15,NC_066600.1,4683485,4684369
LOC127069560,eIF4E4,eukaryotic translation initiation factor 4E4,PROTEIN_CODING,2,15,NC_066600.1,4926277,4928696
LOC127069575,Tango9,transport and golgi organization 9,PROTEIN_CODING,1,15,NC_066600.1,4643077,4647661
LOC127069588,sicily,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 homolog sicily",PROTEIN_CODING,1,15,NC_066600.1,4946172,4947490
LOC127069598,Gapvd1,GTPase activating protein and VPS9 domains 1,PROTEIN_CODING,7,16,NC_066601.1,2600417,2607787
LOC127069602,Oseg5,intraflagellar transport protein Oseg5,PROTEIN_CODING,2,16,NC_066601.1,2577502,2582268
LOC127069607,Pat1,Protein interacting with APP tail-1,PROTEIN_CODING,2,16,NC_066601.1,2607857,2613223
LOC127069609,cn,Kynurenine 3-monooxygenase cn,PROTEIN_CODING,2,16,NC_066601.1,2424195,2429621
