gene_pd,symbol_pd,description_pd,genetype_pd,ntranscripts_pd
LOC107064755,stops,SOCS domain-containing protein stops,PROTEIN_CODING,1
LOC107064758,rg,rugose,PROTEIN_CODING,14
LOC107064772,Dok,docking protein homolog,PROTEIN_CODING,1
LOC107064782,kug,FAT atypical cadherin kugelei,PROTEIN_CODING,1
LOC107064783,Slmap,Sarcolemma associated protein,PROTEIN_CODING,2
LOC107064786,Burs,bursicon subunit alpha,PROTEIN_CODING,1
LOC107064787,Pburs,Partner of Bursicon,PROTEIN_CODING,2
LOC107064789,Mcr,macroglobulin complement-related,PROTEIN_CODING,1
LOC107064795,kek5,kekkon 5,PROTEIN_CODING,3
LOC107064801,wcy,WW domain-containing adapter protein with coiled-coil wacky,PROTEIN_CODING,2
LOC107064804,Ir93a,Ionotropic receptor 93a,PROTEIN_CODING,1
LOC107064842,zuc,Mitochondrial cardiolipin hydrolase zuc,PROTEIN_CODING,1
LOC107064845,Lar,tyrosine-protein phosphatase Lar,PROTEIN_CODING,14
LOC107064847,Blop,blue-sensitive opsin,PROTEIN_CODING,2
LOC107064854,Mapmodulin,acidic leucine-rich nuclear phosphoprotein 32 mapmodulin,PROTEIN_CODING,3
LOC107064855,ash1,histone-lysine N-methyltransferase ash1,PROTEIN_CODING,5
LOC107064857,ena,enabled,PROTEIN_CODING,3
LOC107064859,Hs3st-A,Heparan sulfate 3-O sulfotransferase-A,PROTEIN_CODING,3
LOC107064870,Snx3,sorting nexin 3,PROTEIN_CODING,1
LOC107064882,fz2,frizzled 2,PROTEIN_CODING,4
LOC107064888,bdl,borderless,PROTEIN_CODING,2
LOC107064896,IFT20,intraflagellar transport 20,PROTEIN_CODING,1
LOC107064911,Chd64,calponin 3,PROTEIN_CODING,1
LOC107064939,RpL37A,ribosomal protein L37A,PROTEIN_CODING,1
LOC107064959,ND-B22,NADH dehydrogenase (ubiquinone) B22 subunit,PROTEIN_CODING,1
LOC107064966,Bet1,blocked early in transport 1,PROTEIN_CODING,1
LOC107064968,Nak,Numb-associated kinase,PROTEIN_CODING,4
LOC107064972,Tim23,translocase of inner mitochondrial membrane 23,PROTEIN_CODING,3
LOC107064974,Atg14,autophagy related protein 14,PROTEIN_CODING,2
LOC107064977,ldbr,lariat debranching enzyme,PROTEIN_CODING,1
LOC107064978,mRpL46,mitochondrial ribosomal protein L46,PROTEIN_CODING,1
LOC107064979,Prosbeta6,proteasome beta6 subunit,PROTEIN_CODING,1
LOC107064981,Not1,CCR4-NOT transcription complex subunit 1,PROTEIN_CODING,2
LOC107064990,side-III,sidestep III,PROTEIN_CODING,3
LOC107064993,ATPsynF,"ATP synthase, subunit F",PROTEIN_CODING,1
LOC107065010,Dic1,Dicarboxylate carrier 1,PROTEIN_CODING,2
LOC107065014,eIF3g1,eukaryotic translation initiation factor 3 subunit g1,PROTEIN_CODING,1
LOC107065017,Pde9,phosphodiesterase 9,PROTEIN_CODING,2
LOC107065019,Afti,aftiphilin,PROTEIN_CODING,1
LOC107065022,Noc1,Nucleolar complex protein 1,PROTEIN_CODING,1
LOC107065025,Creld,Cysteine rich with EGF like domains,PROTEIN_CODING,1
LOC107065029,mthl1,methuselah-like 1,PROTEIN_CODING,2
LOC107065030,Cph,Chronophage,PROTEIN_CODING,1
LOC107065040,olf186-M,Ki-ras-induced actin-interacting protein-IP3R-interacting domain olf186-M,PROTEIN_CODING,3
LOC107065049,Pgant5,polypeptide N-acetylgalactosaminyltransferase 5,PROTEIN_CODING,4
LOC107065065,CPSF2,cleavage and polyadenylation specificity factor subunit 2,PROTEIN_CODING,2
LOC107065080,yellow-g,L-dopachrome tautomerase yellow-g,PROTEIN_CODING,1
LOC107065088,yellow-g2,L-dopachrome tautomerase yellow-g2,PROTEIN_CODING,1
LOC107065089,Gen,XPG-like endonuclease,PROTEIN_CODING,2
LOC107065099,NFRKB,nuclear factor related to kappaB binding protein,PROTEIN_CODING,1
LOC107065111,verm,LDLa and CE4_CDA_like_1 domain-containing protein vermiform,PROTEIN_CODING,2
LOC107065119,Prp3,pre-mRNA processing factor 3,PROTEIN_CODING,2
LOC107065122,nac,GDP-fucose transporter nac,PROTEIN_CODING,3
LOC107065123,AdipoR,adiponectin receptor,PROTEIN_CODING,4
LOC107065125,tty,tweety,PROTEIN_CODING,1
LOC107065126,B52,serine and arginine rich splicing factor B52,PROTEIN_CODING,13
LOC107065131,CPT2,Carnitine palmitoyltransferase 2,PROTEIN_CODING,4
LOC107065135,tral,trailer hitch,PROTEIN_CODING,2
LOC107065136,cmpy,crimpy,PROTEIN_CODING,4
LOC107065143,Y-e3,yellow-e3,PROTEIN_CODING,3
LOC107065149,Vinc,vinculin,PROTEIN_CODING,9
LOC107065154,rngo,DNA damage inducible 1 homolog rngo,PROTEIN_CODING,1
LOC107065159,Faf2,Fas-associated factor 2,PROTEIN_CODING,1
LOC107065162,Uev1A,Ubiquitin-conjugating enzyme variant 1A,PROTEIN_CODING,2
LOC107065163,Delta,neurogenic locus protein delta-like,PROTEIN_CODING,1
LOC107065164,Tmem18,transmembrane protein 18,PROTEIN_CODING,2
LOC107065170,Ndfip,Nedd4 family interacting protein,PROTEIN_CODING,2
LOC107065172,serp,chitin deacetylase-like protein serp,PROTEIN_CODING,1
LOC107065181,snf,U1 small nuclear ribonucleoprotein A snf,PROTEIN_CODING,1
LOC107065184,gt,transcription factor giant,PROTEIN_CODING,1
LOC107065188,yellow-e3,L-dopachrome tautomerase yellow-e3,PROTEIN_CODING,2
LOC107065197,Atf6,bZIP_ATF6 domain-containing protein ATf6,PROTEIN_CODING,1
LOC107065201,Manf,mesencephalic astrocyte-derived neurotrophic factor,PROTEIN_CODING,1
LOC107065206,Acsl,Acyl-CoA synthetase long-chain,PROTEIN_CODING,6
LOC107065208,Upf3,UPF3 regulator of nonsense mediated mRNA decay,PROTEIN_CODING,2
LOC107065211,retm,real-time,PROTEIN_CODING,1
LOC107065214,eIF4H1,eukaryotic translation initiation factor 4H1,PROTEIN_CODING,2
LOC107065227,Syp,Syncrip,PROTEIN_CODING,12
LOC107065238,Pof,Painting of fourth,PROTEIN_CODING,2
LOC107065253,Hsepi,D-glucuronyl C5-epimerase,PROTEIN_CODING,1
LOC107065257,dtr,defective transmitter release,PROTEIN_CODING,3
LOC107065258,mts,protein phosphatase 2 catalytic subunit mts,PROTEIN_CODING,1
LOC107065262,form3,formin 3,PROTEIN_CODING,2
LOC107065264,shd,cytochrome P450 family 24 subfamily A member shade,PROTEIN_CODING,9
LOC107065270,TFAM,mitochondrial transcription factor A,PROTEIN_CODING,1
LOC107065274,pths,porthos,PROTEIN_CODING,1
LOC107065286,DPCoAC,dephosphocoenzyme A carrier,PROTEIN_CODING,1
LOC107065288,Nf1,neurofibromin 1,PROTEIN_CODING,9
LOC107065291,app,Palmitoyltransferase app,PROTEIN_CODING,2
LOC107065293,Mo25,calcium binding protein Mo25,PROTEIN_CODING,4
LOC107065296,Atg3,Autophagy-related protein 3,PROTEIN_CODING,1
LOC107065301,Mgat1,"alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",PROTEIN_CODING,1
LOC107065307,Ktl,BTB/POZ domain-containing protein Ktl,PROTEIN_CODING,1
LOC107065310,Paics,PAICS bifunctional enzyme,PROTEIN_CODING,1
LOC107065325,l(2)k14505,ATP synthase mitochondrial F1 complex assembly factor 2 homolog l(2)k14505,PROTEIN_CODING,2
LOC107065329,Mpc1,mitochondrial pyruvate carrier,PROTEIN_CODING,1
LOC107065336,Tmem43,Transmembrane protein 43,PROTEIN_CODING,1
LOC107065337,SelT,selenoprotein T,PROTEIN_CODING,1
LOC107065354,Atg17,autophagy-related 17,PROTEIN_CODING,2
LOC107065357,Tctp,translationally controlled tumor protein,PROTEIN_CODING,1
LOC107065365,Ten-m,teneurin transmembrane protein Ten-m,PROTEIN_CODING,7
LOC107065366,Jhbp2,Juvenile hormone binding protein 2,PROTEIN_CODING,1
LOC107065373,kn,EBF transcription factor knot,PROTEIN_CODING,2
LOC107065384,Fkbp59,FK506-binding protein 59kD,PROTEIN_CODING,2
LOC107065411,Cog2,conserved oligomeric Golgi complex subunit 2,PROTEIN_CODING,2
LOC107065419,CSN1b,COP9 signalosome subunit 1b,PROTEIN_CODING,2
LOC107065420,Ing3,"Inhibitor of growth family, member 3",PROTEIN_CODING,3
LOC107065432,Sumo,Small ubiquitin like modifier,PROTEIN_CODING,1
LOC107065440,ato,atonal,PROTEIN_CODING,1
LOC107065443,Pka-R1,"protein kinase, cAMP-dependent, regulatory subunit type 1",PROTEIN_CODING,4
LOC107065448,Atg4a,Autophagy-related 4a,PROTEIN_CODING,2
LOC107065450,Lac,Lachesin,PROTEIN_CODING,1
LOC107065451,Samtor,S-adenosylmethionine sensor upstream of TORC1,PROTEIN_CODING,2
LOC107065457,Naxd,NAD(P)HX dehydratase,PROTEIN_CODING,3
LOC107065470,D1,D1 chromosomal protein,PROTEIN_CODING,3
LOC107065471,Slu7,Pre-mRNA-splicing factor Slu7,PROTEIN_CODING,1
LOC107065474,MED28,mediator complex subunit 28,PROTEIN_CODING,1
LOC107065488,Larp4B,La-related protein 4B,PROTEIN_CODING,5
LOC107065490,Cbp20,cap binding protein 20,PROTEIN_CODING,2
LOC107065495,Ntf-2,nuclear transport factor-2,PROTEIN_CODING,2
LOC107065503,mRpL45,mitochondrial ribosomal protein L45,PROTEIN_CODING,1
LOC107065504,trbd,trabid,PROTEIN_CODING,2
LOC107065508,CtBP,C-terminal binding protein,PROTEIN_CODING,6
LOC107065529,mRpL48,mitochondrial ribosomal protein L48,PROTEIN_CODING,1
LOC107065535,CycG,cyclin G,PROTEIN_CODING,6
LOC107065545,Mid1,Mid1,PROTEIN_CODING,1
LOC107065593,Bicra,BRD4 interacting chromatin remodeling complex associated protein,PROTEIN_CODING,1
LOC107065596,Pex2,peroxin 2,PROTEIN_CODING,1
LOC107065607,Ir68a,Ionotropic receptor 68a,PROTEIN_CODING,1
LOC107065613,Sas10,UTP3 small subunit processome component Sas10,PROTEIN_CODING,1
LOC107065615,p23,p23,PROTEIN_CODING,1
LOC107065622,Wdr92,WD repeat domain 92,PROTEIN_CODING,1
LOC107065625,Vti1b,Vesicle transport through interaction with t-SNAREs 1b,PROTEIN_CODING,1
LOC107065631,CARPA,Carbonic anhydrase-related protein A,PROTEIN_CODING,1
LOC107065634,Mettl14,methyltransferase like 14,PROTEIN_CODING,1
LOC107065636,Bdp1,transcription factor TFIIIB component B'' homolog Bdp1,PROTEIN_CODING,1
LOC107065644,Fatp1,Fatty acid transport protein 1,PROTEIN_CODING,6
LOC107065655,poe,E3 ubiquitin-protein ligase-like protein poe,PROTEIN_CODING,4
LOC107065676,ImpL2,Ecdysone-inducible gene L2,PROTEIN_CODING,2
LOC107065684,Ptp36E,protein tyrosine phosphatase 36E,PROTEIN_CODING,4
LOC107065689,CLIP-190,Cytoplasmic linker protein 190,PROTEIN_CODING,8
LOC107065691,Myd88,myeloid differentiation primary response protein MyD88,PROTEIN_CODING,1
LOC107065694,Lfg,Lifeguard,PROTEIN_CODING,4
LOC107065703,Sbds,SBDS ribosome maturation factor,PROTEIN_CODING,1
LOC107065712,Sf3b6,splicing factor 3b subunit 6,PROTEIN_CODING,1
LOC107065714,Pcif1,Phosphorylated CTD-interacting factor 1,PROTEIN_CODING,1
LOC107065736,mus101,mutagen-sensitive 101,PROTEIN_CODING,4
LOC107065753,f,forked,PROTEIN_CODING,3
LOC107065754,Lamtor3,"Late endosomal/lysosomal adaptor, MAPK and MTOR activator 3",PROTEIN_CODING,1
LOC107065765,Cap-G,Chromosome associated protein G,PROTEIN_CODING,1
LOC107065770,Pabp2,poly(A) binding protein nuclear 1,PROTEIN_CODING,7
LOC107065791,Rcd-1,Required for cell differentiation 1,PROTEIN_CODING,1
LOC107065807,Pop5,POP5 ribonuclease P/MRP subunit,PROTEIN_CODING,2
LOC107065818,lds,transcription termination factor lodestar,PROTEIN_CODING,2
LOC107065824,papi,tudor and KH domain containing protein papi,PROTEIN_CODING,1
LOC107065836,wwk,white walker,PROTEIN_CODING,5
LOC107065841,Zmynd10,zinc finger MYND-type containing 10,PROTEIN_CODING,1
LOC107065848,Imp,IGF-II mRNA-binding protein,PROTEIN_CODING,1
LOC107065851,Blos4,biogenesis of lysosome-related organelles complex 1 subunit 4,PROTEIN_CODING,2
LOC107065856,RasGAP1,Ras GTPase activating protein 1,PROTEIN_CODING,3
LOC107065865,tank,EI24 domain-containing protein tank,PROTEIN_CODING,2
LOC107065869,Mtr3,exosome complex exonuclease Mtr3,PROTEIN_CODING,1
LOC107065872,Xpc,DNA repair protein complementing XP-C cells homolog,PROTEIN_CODING,1
LOC107065881,tho2,THO complex subunit 2-like protein,PROTEIN_CODING,6
LOC107065884,cher,filamin-A,PROTEIN_CODING,8
LOC107065886,Uba1,ubiquitin-like activating enzyme 1,PROTEIN_CODING,1
LOC107065889,bys,Bystin,PROTEIN_CODING,1
LOC107065890,Sod1,Superoxide dismutase 1,PROTEIN_CODING,1
LOC107065893,TfAP-2,transcription factor AP-2,PROTEIN_CODING,5
LOC107065902,Sym,symplekin,PROTEIN_CODING,1
LOC107065919,koko,cyclin-Q,PROTEIN_CODING,2
LOC107065920,E(bx),nucleosome-remodeling factor subunit NURF301 E(bx),PROTEIN_CODING,5
LOC107065921,AIMP2,aaRS-interacting multifunctional protein 2,PROTEIN_CODING,2
LOC107065931,dgo,ankyrin repeat domain containing protein 6 diego,PROTEIN_CODING,4
LOC107065942,OSCP1,Organic solute carrier partner 1,PROTEIN_CODING,1
LOC107065946,Vps20,vacuolar protein sorting 20,PROTEIN_CODING,1
LOC107065957,mRpS28,mitochondrial ribosomal protein S28,PROTEIN_CODING,1
LOC107065965,Lop1,long wavelength sensitive opsin 1,PROTEIN_CODING,2
LOC107065970,Lop2,long wavelength sensitive opsin 2,PROTEIN_CODING,1
LOC107065987,mbc,myoblast city,PROTEIN_CODING,3
LOC107065996,unc-104,kinesin family member unc-104,PROTEIN_CODING,6
LOC107066007,Atg6,Beclin-1-like Atg6,PROTEIN_CODING,3
LOC107066022,Liprin-gamma,Liprin-gamma,PROTEIN_CODING,9
LOC107066024,Slbp,Stem-loop binding protein,PROTEIN_CODING,1
LOC107066026,Fas1,fasciclin 1,PROTEIN_CODING,11
LOC107066027,Orc3,origin recognition complex subunit 3,PROTEIN_CODING,2
LOC107066038,S6KL,S6 Kinase Like,PROTEIN_CODING,5
LOC107066045,qin,qin,PROTEIN_CODING,3
LOC107066048,Rcc1,Regulator of chromosome condensation 1,PROTEIN_CODING,2
LOC107066052,Mthfs,methenyltetrahydrofolate synthetase,PROTEIN_CODING,1
LOC107066053,Ser,Serrate,PROTEIN_CODING,1
LOC107066054,DIP-lambda,Dpr-interacting protein lambda,PROTEIN_CODING,5
LOC107066058,spoon,spoonbill,PROTEIN_CODING,1
LOC107066059,Tim10,translocase of inner membrane 10,PROTEIN_CODING,1
LOC107066076,Apf,purine phosphoribosyltransferase family protein Apf,PROTEIN_CODING,1
LOC107066080,kel,kelch protein,PROTEIN_CODING,1
LOC107066090,Dsor1,mitogen-activated protein kinase kinase 1,PROTEIN_CODING,1
LOC107066094,axo,axotactin,PROTEIN_CODING,9
LOC107066097,Ccdc56,Coiled-coil domain containing 56,PROTEIN_CODING,1
LOC107066102,Fife,regulating synaptic membrane exocytosis protein fife,PROTEIN_CODING,9
LOC107066108,dpr14,defective proboscis extension response 14,PROTEIN_CODING,1
LOC107066110,drk,growth factor receptor-bound protein 2 drk,PROTEIN_CODING,3
LOC107066124,por,Protein-serine O-palmitoleoyltransferase por,PROTEIN_CODING,2
LOC107066129,NHP2,NHP2 ribonucleoprotein,PROTEIN_CODING,1
LOC107066132,ec,echinus,PROTEIN_CODING,4
LOC107066135,asun,integrator complex subunit 13 asun,PROTEIN_CODING,1
LOC107066147,twy,twitchy,PROTEIN_CODING,1
LOC107066157,MsrA,methionine sulfoxide reductase A,PROTEIN_CODING,3
LOC107066162,Tmf,TATA element modulatory factor-like,PROTEIN_CODING,2
LOC107066166,Dlic,dynein light intermediate chain,PROTEIN_CODING,2
LOC107066167,Cralbp,Cellular retinaldehyde binding protein,PROTEIN_CODING,1
LOC107066171,wus,TM2 and DnaJ domain-containing protein wurst,PROTEIN_CODING,1
LOC107066173,ND-30,NADH:ubiquinone oxidoreductase core subunit S3,PROTEIN_CODING,1
LOC107066193,Ptp69D,Protein tyrosine phosphatase 69D,PROTEIN_CODING,2
LOC107066198,Dhdds,Dehydrodolichyl diphosphate synthase subunit,PROTEIN_CODING,3
LOC107066205,bchs,WD repeat and FYVE domain containing 3 bchs,PROTEIN_CODING,2
LOC107066207,MICAL-like,MICAL-like protein,PROTEIN_CODING,8
LOC107066208,SWIP,strumpellin and WASH-interacting protein,PROTEIN_CODING,1
LOC107066216,mof,males absent on the first,PROTEIN_CODING,1
LOC107066219,Eaat2,Excitatory amino acid transporter 2,PROTEIN_CODING,2
LOC107066224,simj,simjang,PROTEIN_CODING,13
LOC107066225,RIC-3,RIC3 acetylcholine receptor chaperone,PROTEIN_CODING,1
LOC107066250,ds,dachsous cadherin-related 1,PROTEIN_CODING,1
LOC107066256,Sur-8,leucine-rich repeat protein shoc-2,PROTEIN_CODING,1
LOC107066258,arr,low-density lipoprotein receptor-related protein 6,PROTEIN_CODING,1
LOC107066259,Scsalpha1,Succinyl-coenzyme A synthetase alpha subunit 1,PROTEIN_CODING,1
LOC107066270,Ada3,transcriptional adaptor 3,PROTEIN_CODING,1
LOC107066274,wge,winged eye,PROTEIN_CODING,1
LOC107066278,vret,vreteno,PROTEIN_CODING,1
LOC107066288,Eb1,microtubule-associated protein RP/EB family member 1,PROTEIN_CODING,7
LOC107066295,HDAC3,histone deacetylase 3,PROTEIN_CODING,1
LOC107066306,by,blistery,PROTEIN_CODING,14
LOC107066315,Fkbp12,peptidyl-prolyl cis-trans isomerase Fkbp12,PROTEIN_CODING,1
LOC107066318,stmA,Protein EFR3 homolog stmA,PROTEIN_CODING,3
LOC107066328,Hydr2,abhydrolase domain-containing protein 2,PROTEIN_CODING,1
LOC107066329,Eip78C,Ecdysone-induced protein 78C,PROTEIN_CODING,3
LOC107066333,Pde6,phosphodiesterase 6,PROTEIN_CODING,5
LOC107066342,Ir76b,Ionotropic receptor 76b,PROTEIN_CODING,1
LOC107066349,CNPYb,protein canopy b,PROTEIN_CODING,1
LOC107066352,Msp300,Muscle-specific protein 300 kDa,PROTEIN_CODING,6
LOC107066371,orb,polyadenylation element binding protein orb,PROTEIN_CODING,5
LOC107066379,Hrb27C,Heterogeneous nuclear ribonucleoprotein at 27C,PROTEIN_CODING,9
LOC107066380,HERC2,E3 ubiquitin-protein ligase HERC2,PROTEIN_CODING,1
LOC107066381,Nup75,nuclear pore complex protein Nup75,PROTEIN_CODING,1
LOC107066387,mRpL40,mitochondrial ribosomal protein L40,PROTEIN_CODING,1
LOC107066390,chico,insulin receptor substrate 1 chico,PROTEIN_CODING,5
LOC107066397,mRpS33,mitochondrial ribosomal protein S33,PROTEIN_CODING,1
LOC107066401,nocte,no circadian temperature entrainment,PROTEIN_CODING,9
LOC107066414,cni,protein cornichon,PROTEIN_CODING,1
LOC107066415,Dnali1,"Putative inner dynein arm light chain, axonemal Dnali1",PROTEIN_CODING,1
LOC107066442,B-H2,homeobox protein BarH2,PROTEIN_CODING,1
LOC107066450,TTLL12,Tubulin tyrosine ligase-like 12,PROTEIN_CODING,3
LOC107066470,CoRest,REST corepressor,PROTEIN_CODING,2
LOC107066506,Gip,hydroxypyruvate isomerase-like protein Gip,PROTEIN_CODING,1
LOC107066509,Bap60,Brahma-associated protein 60,PROTEIN_CODING,3
LOC107066526,Slc25A46a,Solute carrier family 25 member 46a,PROTEIN_CODING,1
LOC107066555,Uvop,ultraviolet-sensitive opsin,PROTEIN_CODING,1
LOC107066558,pum,pumilio,PROTEIN_CODING,4
LOC107066581,RpL24,ribosomal protein L24,PROTEIN_CODING,1
LOC107066586,Unc-76,fasciculation and elongation protein Unc-76,PROTEIN_CODING,1
LOC107066592,Pits,Protein interacting with Ttk69 and Sin3A,PROTEIN_CODING,4
LOC107066593,Ccm3,programmed cell death protein 10 Ccm3,PROTEIN_CODING,1
LOC107066611,Ubc7,ubiquitin conjugating enzyme 7,PROTEIN_CODING,1
LOC107066614,uex,metal transporter uex,PROTEIN_CODING,3
LOC107066622,LanA,laminin subunit alpha,PROTEIN_CODING,1
LOC107066629,SCCRO4,DCN1-like protein SCCRO4,PROTEIN_CODING,1
LOC107066631,slgA,proline dehydrogenase slgA,PROTEIN_CODING,1
LOC107066633,lili,LMBR1-like protein,PROTEIN_CODING,2
LOC107066638,Fip1,Factor interacting with poly(A) polymerase 1,PROTEIN_CODING,1
LOC107066646,Der-1,derlin-1,PROTEIN_CODING,1
LOC107066659,Nse4,Non-SMC element 4,PROTEIN_CODING,3
LOC107066678,Stoml2,stomatin like 2,PROTEIN_CODING,1
LOC107066693,jub,LIM domain-containing protein jub,PROTEIN_CODING,1
LOC107066707,TRAM,translocating chain-associated membrane protein 1,PROTEIN_CODING,1
LOC107066712,slmo,PRELI domain containing slowmo,PROTEIN_CODING,1
LOC107066718,Tmem98,transmembrane protein 98,PROTEIN_CODING,1
LOC107066721,Vps50,vacuolar protein sorting 50,PROTEIN_CODING,1
LOC107066727,mmy,UDP-N-acetylglucosamine pyrophosphorylase mmy,PROTEIN_CODING,3
LOC107066739,Sdb,SAXO downstream of blistered,PROTEIN_CODING,1
LOC107066743,bbg,big bang,PROTEIN_CODING,1
LOC107066750,Mob4,MOB kinase activator 4,PROTEIN_CODING,2
LOC107066752,Rpp25,ribonuclease P protein subunit Rpp25,PROTEIN_CODING,2
LOC107066758,cut,"homeobox protein, cut",PROTEIN_CODING,1
LOC107066762,Ube2g1,"ubiquitin-conjugating enzyme E2G 1 (UBC7 homolog, yeast)",PROTEIN_CODING,3
LOC107066763,mbo,nuclear pore complex protein Nup88,PROTEIN_CODING,2
LOC107066770,Pgrp-s2,peptidoglycan-recognition protein S2,PROTEIN_CODING,1
LOC107066784,Tango14,transport and golgi organization 14,PROTEIN_CODING,1
LOC107066789,Crz,corazonin,PROTEIN_CODING,1
LOC107066794,unc-45,unc-45 myosin chaperone,PROTEIN_CODING,1
LOC107066804,how,protein held out wings,PROTEIN_CODING,6
LOC107066823,coro,protein coronin,PROTEIN_CODING,6
LOC107066825,Sec16,Secretory 16,PROTEIN_CODING,11
LOC107066826,Sec22,vesicle-trafficking protein SEC22,PROTEIN_CODING,1
LOC107066849,Trc8,TRC8 ring finger protein,PROTEIN_CODING,1
LOC107066852,spir,spire type actin nucleation factor,PROTEIN_CODING,3
LOC107066855,Naam,Nicotinamide amidase,PROTEIN_CODING,3
LOC107066860,RASSF8,ras association domain-containing protein 8,PROTEIN_CODING,1
LOC107066870,trus,programmed cell death 2 like trus,PROTEIN_CODING,1
LOC107066878,Bub3,mitotic checkpoint protein Bub3,PROTEIN_CODING,1
LOC107066879,DPCoAC,dephosphocoenzyme A carrier,PROTEIN_CODING,6
LOC107066881,FMRFaR,FMRFamide Receptor,PROTEIN_CODING,1
LOC107066890,TAF1B,TATA box-binding protein-associated factor RNA polymerase I subunit B,PROTEIN_CODING,2
LOC107066903,Efa6,Exchange factor for Arf 6,PROTEIN_CODING,8
LOC107066908,Ten-a,tenascin accessory,PROTEIN_CODING,7
LOC107066913,cindr,CIN85 and CD2AP related,PROTEIN_CODING,4
LOC107066914,mub,poly(rC)-binding protein mub,PROTEIN_CODING,4
LOC107066915,Ubc2,ubiquitin conjugating enzyme 2,PROTEIN_CODING,2
LOC107066920,Xbp1,X box binding protein 1,PROTEIN_CODING,1
LOC107066975,Neos,Neosin,PROTEIN_CODING,2
LOC107066980,CDC50,cell cycle control protein 50A,PROTEIN_CODING,6
LOC107066981,mRpL42,mitochondrial ribosomal protein L42,PROTEIN_CODING,1
LOC107067030,Caf1-55,chromatin assembly factor 1 p55 subunit,PROTEIN_CODING,1
LOC107067031,DAT,Sodium-dependent dopamine transporter,PROTEIN_CODING,4
LOC107067033,net,net,PROTEIN_CODING,4
LOC107067034,PMP34,Peroxisomal Membrane Protein 34,PROTEIN_CODING,1
LOC107067052,CPR27,cuticular protein 27,PROTEIN_CODING,1
LOC107067058,Eogt,EGF-domain O-GlcNAc transferase,PROTEIN_CODING,2
LOC107067080,Deaf1,deformed epidermal autoregulatory factor 1,PROTEIN_CODING,1
LOC107067091,nop5,nop5 ribonucleoprotein,PROTEIN_CODING,1
LOC107067095,nmdyn-D6,nucleoside diphosphate kinase 6,PROTEIN_CODING,1
LOC107067097,Pka-R2,cAMP-dependent protein kinase type II regulatory subunit,PROTEIN_CODING,1
LOC107067101,Ced-12,engulfment and cell motility Ced-12,PROTEIN_CODING,1
LOC107067106,CarT,Carcinine transporter,PROTEIN_CODING,1
LOC107067108,jvl,javelin-like,PROTEIN_CODING,1
LOC107067109,eff,ubiquitin-conjugating enzyme E2 eff,PROTEIN_CODING,1
