HOG	OG	gene_tree_parent_clade	change_node_130	branch_p_node_130	category_node_130	expanded_node_130	significantly_expanded_node_130	contracted_node_130	significantly_contracted_node_130	change_node_131	branch_p_node_131	category_node_131	expanded_node_131	significantly_expanded_node_131	contracted_node_131	significantly_contracted_node_131	change_node_135	branch_p_node_135	category_node_135	expanded_node_135	significantly_expanded_node_135	contracted_node_135	significantly_contracted_node_135	consensus_gene_name	consensus_method	consensus_evidence	Vespula_vulgaris_member_count	Vespula_vulgaris_gene_ids	Vespula_vulgaris_gene_symbols	Vespula_vulgaris_gene_names	Vespula_vulgaris_annotation_sources	Vespula_vulgaris_annotated_member_count	Polistes_dominula_member_count	Polistes_dominula_gene_ids	Polistes_dominula_gene_symbols	Polistes_dominula_gene_names	Polistes_dominula_annotation_sources	Polistes_dominula_annotated_member_count	Ancistrocerus_nigricornis_member_count	Ancistrocerus_nigricornis_gene_ids	Ancistrocerus_nigricornis_gene_symbols	Ancistrocerus_nigricornis_gene_names	Ancistrocerus_nigricornis_annotation_sources	Ancistrocerus_nigricornis_annotated_member_count	n_max	n_min	n_mean	differential	discarded_nonconverged	tested_in_final_cafe_model	large_family_model_attempted	exclusion_detail	chemosensory_family_flag
N0.HOG0001313	OG0001062	n0	1		expanded	TRUE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	probable ATP-dependent RNA helicase DDX43 / probable ATP-dependent RNA helicase DDX43; probable ATP-dependent RNA helicase DDX53	weighted recurring annotation	probable ATP-dependent RNA helicase DDX43; probable ATP-dependent RNA helicase DDX43; probable ATP-dependent RNA helicase DDX53	1	LOC127072231	LOC127072231	probable ATP-dependent RNA helicase DDX43	NCBI: vv_genetable.csv	1	2	LOC107069608; LOC107067246	LOC107069608; LOC107067246	probable ATP-dependent RNA helicase DDX43	NCBI: pd_genetable.csv	2	1	ENSANRG00005001120	CG7878; LOC107067246; LOC107069608; LOC107069609; LOC127072231	probable ATP-dependent RNA helicase DDX43; probable ATP-dependent RNA helicase DDX53	OrthoFinder orthology transfer from: Drosophila_melanogaster; Polistes_dominula; Vespula_vulgaris	1	4	1	1.18055555555556	3	FALSE	TRUE	FALSE		FALSE
N0.HOG0001322	OG0001068	n0	0		unchanged	FALSE	FALSE	FALSE	FALSE	1		expanded	TRUE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	retained / protein dead ringer-like	weighted recurring annotation	retained; AT-rich interactive domain-containing protein 3B; protein dead ringer-like	1	LOC127069881	retn	retained	NCBI: vv_genetable.csv	1	2	LOC107066734; LOC107066772	LOC107066734; LOC107066772	AT-rich interactive domain-containing protein 3B; protein dead ringer-like	NCBI: pd_genetable.csv; eggNOG-mapper exact-gene-ID fallback; NCBI: pd_genetable.csv	2	1	ENSANRG00005009067	retn	retained	OrthoFinder orthology transfer from: Vespula_vulgaris	1	3	1	1.18055555555556	2	FALSE	TRUE	FALSE		FALSE
N0.HOG0001330	OG0001076	n2	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	-1		contracted	FALSE	FALSE	TRUE	FALSE	Protein tyrosine phosphatase 52F	weighted recurring annotation	Protein tyrosine phosphatase 52F	0					0	0					0	2	ENSANRG00005002143; ENSANRG00005001553	Ptp52F	Protein tyrosine phosphatase 52F	OrthoFinder orthology transfer from: Vespula_vulgaris	1	5	1	2	4	FALSE	TRUE	FALSE		FALSE
N0.HOG0001334	OG0001079	n0	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	1		expanded	TRUE	FALSE	FALSE	FALSE	zinc-finger protein family	conservative keyword family rule	GATA zinc finger domain-containing protein 10-like; J domain-containing protein DDB_G0295729-like; twist; twist; J domain-containing protein DDB_G0295729-like; GATA zinc finger domain-containing protein 10-like	2	LOC127071167; LOC127071076	LOC127071167; LOC127071076	GATA zinc finger domain-containing protein 10-like; J domain-containing protein DDB_G0295729-like	NCBI: vv_genetable.csv	2	1	LOC107066676	Twi	twist	NCBI: pd_genetable.csv	1	1	ENSANRG00005002420	Twi; LOC127071076; LOC127071167	twist; J domain-containing protein DDB_G0295729-like; GATA zinc finger domain-containing protein 10-like	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	4	1	1.18055555555556	3	FALSE	TRUE	FALSE		FALSE
N0.HOG0001341	OG0001085	n0	0		unchanged	FALSE	FALSE	FALSE	FALSE	1		expanded	TRUE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	ceramide synthase 5-like / ceramide synthase schlank	weighted recurring annotation	ceramide synthase schlank; ceramide synthase 5-like; ceramide synthase 5-like; ceramide synthase schlank	1	LOC127069395	schlank	ceramide synthase schlank	NCBI: vv_genetable.csv	1	3	LOC107073969; LOC107065960; LOC107073963	LOC107073969; LOC107065960; schlank	ceramide synthase 5-like; ceramide synthase schlank	NCBI: pd_genetable.csv	3	1	ENSANRG00005005233	LOC107065960; schlank; LOC107073969	ceramide synthase 5-like; ceramide synthase schlank	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	3	1	1.19718309859155	2	FALSE	TRUE	FALSE		FALSE
N0.HOG0001351	OG0001095	n0	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	1		expanded	TRUE	FALSE	FALSE	FALSE	ribosomal protein family	conservative keyword family rule	ribosomal protein L18; 60S ribosomal protein L18	2	LOC127069007; LOC127069006	RpL18; LOC127069006	ribosomal protein L18; 60S ribosomal protein L18	NCBI: vv_genetable.csv	2	2	LOC107064301; LOC107064304	LOC107064301; RpL18	60S ribosomal protein L18; ribosomal protein L18	NCBI: pd_genetable.csv	2	0					0	2	1	1.14285714285714	1	FALSE	TRUE	FALSE		FALSE
N0.HOG0001357	OG0001100	n0	1		expanded	TRUE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	5'-AMP-activated protein kinase subunit beta-1 / 5'-AMP-activated protein kinase subunit beta-1-like	weighted recurring annotation	5'-AMP-activated protein kinase subunit beta-1-like; 5'-AMP-activated protein kinase subunit beta-1; 5'-AMP-activated protein kinase subunit beta-1; 5'-AMP-activated protein kinase subunit beta-1-like	1	LOC127069253	LOC127069253	5'-AMP-activated protein kinase subunit beta-1-like	NCBI: vv_genetable.csv	1	1	LOC107074007	alc	5'-AMP-activated protein kinase subunit beta-1	NCBI: pd_genetable.csv	1	1	ENSANRG00005004386	alc; LOC127069253	5'-AMP-activated protein kinase subunit beta-1; 5'-AMP-activated protein kinase subunit beta-1-like	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	3	1	1.18055555555556	2	FALSE	TRUE	FALSE		FALSE
N0.HOG0001360	OG0001103	n0	1		expanded	TRUE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	golgin subfamily A member 6-like protein 22	weighted recurring annotation	golgin subfamily A member 6-like protein 22	1	LOC127065196	LOC127065196	golgin subfamily A member 6-like protein 22	NCBI: vv_genetable.csv	1	1	LOC107072274	LOC107072274		NCBI: pd_genetable.csv	1	1	ENSANRG00005000042	CG16995; CG4270; LOC107072274		OrthoFinder orthology transfer from: Drosophila_melanogaster; Polistes_dominula	1	4	1	1.44067796610169	3	FALSE	TRUE	FALSE		FALSE
N0.HOG0001370	OG0001112	n0	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	1		expanded	TRUE	FALSE	FALSE	FALSE	COP9 signalosome subunit 5 / COP9 signalosome complex subunit 5-like	weighted recurring annotation	COP9 signalosome complex subunit 5-like; COP9 signalosome subunit 5; COP9 signalosome subunit 5; COP9 signalosome complex subunit 5-like	2	LOC127068042; LOC127062221	LOC127068042; CSN5	COP9 signalosome complex subunit 5-like; COP9 signalosome subunit 5	NCBI: vv_genetable.csv	2	1	LOC107069875	CSN5	COP9 signalosome subunit 5	NCBI: pd_genetable.csv	1	1	ENSANRG00005008706	CSN5; LOC127068042	COP9 signalosome subunit 5; COP9 signalosome complex subunit 5-like	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	2	1	1.15277777777778	1	FALSE	TRUE	FALSE		FALSE
N0.HOG0001384	OG0001125	n0	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	1		expanded	TRUE	FALSE	FALSE	FALSE	RING finger protein 212B / RING finger protein narya-like	weighted recurring annotation	RING finger protein narya-like; RING finger protein nenya-like; RING finger protein 212B; RING finger protein 212B; RING finger protein narya-like; RING finger protein nenya-like	2	LOC127071949; LOC127073114	LOC127071949; LOC127073114	RING finger protein narya-like; RING finger protein nenya-like	NCBI: vv_genetable.csv	2	1	LOC107067358	LOC107067358	RING finger protein 212B	NCBI: pd_genetable.csv	1	1	ENSANRG00005001797	LOC107067358; LOC127071949; LOC127073114	RING finger protein 212B; RING finger protein narya-like; RING finger protein nenya-like	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	3	1	1.42372881355932	2	FALSE	TRUE	FALSE		FALSE
N0.HOG0001395	OG0001134	n43	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	-1		contracted	FALSE	FALSE	TRUE	FALSE	unannotated HOG	no usable local annotation		0					0	0					0	1	ENSANRG00005008966				0	2	1	1.02564102564103	1	FALSE	TRUE	FALSE		FALSE
N0.HOG0001468	OG0001193	n0	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	1		expanded	TRUE	FALSE	FALSE	FALSE	double parked	weighted recurring annotation	double parked	1	LOC127070632	dup	double parked	NCBI: vv_genetable.csv	1	1	LOC107071659	dup	double parked	NCBI: pd_genetable.csv	1	1	ENSANRG00005005317	dup	double parked	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	3	1	1.15277777777778	2	FALSE	TRUE	FALSE		FALSE
N0.HOG0001481	OG0001206	n0	0		unchanged	FALSE	FALSE	FALSE	FALSE	1		expanded	TRUE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	midway	weighted recurring annotation	midway	1	LOC127071053	mdy	midway	NCBI: vv_genetable.csv	1	1	LOC107066725	mdy	midway	NCBI: pd_genetable.csv	1	1	ENSANRG00005003622	mdy	midway	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	3	1	1.15277777777778	2	FALSE	TRUE	FALSE		FALSE
N0.HOG0001516	OG0001240	n0	1		expanded	TRUE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	S-phase kinase-associated protein 2-like	weighted recurring annotation	S-phase kinase-associated protein 2-like	2	LOC127065488; LOC127065478	LOC127065488; Skp2	S-phase kinase-associated protein 2-like	NCBI: vv_genetable.csv	2	2	LOC107071760; LOC107071784	LOC107071760; LOC107071784	S-phase kinase-associated protein 2-like	NCBI: pd_genetable.csv	2	1	ENSANRG00005010434	LOC107071784; Skp2	S-phase kinase-associated protein 2-like	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	2	1	1.15492957746479	1	FALSE	TRUE	FALSE		FALSE
N0.HOG0001523	OG0001246	n1	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	-1		contracted	FALSE	FALSE	TRUE	FALSE	CG9121	symbol fallback	CG9121	0					0	0					0	0					0	2	1	1.22222222222222	1	FALSE	TRUE	FALSE		FALSE
N0.HOG0001531	OG0001253	n0	1		expanded	TRUE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	ribosomal protein family	conservative keyword family rule	60S ribosomal protein L5-like; 60S ribosomal protein L5; 60S ribosomal protein L5-like; 60S ribosomal protein L5	2	LOC127068381; LOC127068373	LOC127068381; LOC127068373	60S ribosomal protein L5-like	NCBI: vv_genetable.csv	2	3	LOC107065944; LOC107065868; LOC107068884	LOC107065944; LOC107065868; LOC107068884	60S ribosomal protein L5; 60S ribosomal protein L5-like	NCBI: pd_genetable.csv	3	1	ENSANRG00005003265	LOC107065868; LOC107065944; LOC127068373; LOC127068381	60S ribosomal protein L5-like; 60S ribosomal protein L5	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	3	1	1.15492957746479	2	FALSE	TRUE	FALSE		FALSE
N0.HOG0001574	OG0001295	n1	0		unchanged	FALSE	FALSE	FALSE	FALSE	-1		contracted	FALSE	FALSE	TRUE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	unannotated HOG	no usable local annotation		0					0	0					0	0					0	1	1	1	0	FALSE	TRUE	FALSE		FALSE
N0.HOG0001589	OG0001309	n0	0		unchanged	FALSE	FALSE	FALSE	FALSE	1		expanded	TRUE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	polypyrimidine tract-binding protein 1 heph	weighted recurring annotation	polypyrimidine tract-binding protein 1 heph	1	LOC127068236	heph	polypyrimidine tract-binding protein 1 heph	NCBI: vv_genetable.csv	1	1	LOC107065277	heph	polypyrimidine tract-binding protein 1 heph	NCBI: pd_genetable.csv	1	1	ENSANRG00005002861	heph	polypyrimidine tract-binding protein 1 heph	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	4	1	1.14084507042254	3	FALSE	TRUE	FALSE		FALSE
N0.HOG0001627	OG0001342	n76	0		unchanged	FALSE	FALSE	FALSE	FALSE	-1		contracted	FALSE	FALSE	TRUE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	unannotated HOG	no usable local annotation		0					0	0					0	0					0	2	1	1.25	1	FALSE	TRUE	FALSE		FALSE
N0.HOG0001671	OG0001382	n1	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	-1		contracted	FALSE	FALSE	TRUE	FALSE	unannotated HOG	no usable local annotation		0					0	0					0	0					0	1	1	1	0	FALSE	TRUE	FALSE		FALSE
N0.HOG0001703	OG0001410	n2	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	-1		contracted	FALSE	FALSE	TRUE	FALSE	unannotated HOG	no usable local annotation		0					0	0					0	0					0	1	1	1	0	FALSE	TRUE	FALSE		FALSE
N0.HOG0001716	OG0001422	n0	0		unchanged	FALSE	FALSE	FALSE	FALSE	1		expanded	TRUE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	TBP-associated factor 4	weighted recurring annotation	TBP-associated factor 4	1	LOC127067734	Taf4	TBP-associated factor 4	NCBI: vv_genetable.csv	1	1	LOC107067210	Taf4	TBP-associated factor 4	NCBI: pd_genetable.csv	1	1	ENSANRG00005003678	Taf4	TBP-associated factor 4	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	4	1	1.11111111111111	3	FALSE	TRUE	FALSE		FALSE
N0.HOG0001730	OG0001436	n0	0		unchanged	FALSE	FALSE	FALSE	FALSE	1		expanded	TRUE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	Adenosine deaminase acting on RNA / double-stranded RNA-specific editase B2-like	weighted recurring annotation	Adenosine deaminase acting on RNA; double-stranded RNA-specific editase B2-like; Adenosine deaminase acting on RNA; double-stranded RNA-specific editase B2-like	1	LOC127070932	Adar	Adenosine deaminase acting on RNA	NCBI: vv_genetable.csv	1	2	LOC107072158; LOC107067785	LOC107072158; Adar	double-stranded RNA-specific editase B2-like; Adenosine deaminase acting on RNA	NCBI: pd_genetable.csv	2	1	ENSANRG00005007297	Adar; LOC107072158	Adenosine deaminase acting on RNA; double-stranded RNA-specific editase B2-like	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	4	1	1.09722222222222	3	FALSE	TRUE	FALSE		FALSE
N0.HOG0001786	OG0001489	n2	0		unchanged	FALSE	FALSE	FALSE	FALSE	-1		contracted	FALSE	FALSE	TRUE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	unannotated HOG	no usable local annotation		0					0	0					0	0					0	1	1	1	0	FALSE	TRUE	FALSE		FALSE
N0.HOG0001978	OG0001670	n0	1		expanded	TRUE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	NADH-ubiquinone oxidoreductase 49 kDa subunit-like / NADH dehydrogenase (ubiquinone) 49 kDa subunit	weighted recurring annotation	NADH-ubiquinone oxidoreductase 49 kDa subunit-like; NADH dehydrogenase (ubiquinone) 49 kDa subunit; NADH dehydrogenase (ubiquinone) 49 kDa subunit; NADH-ubiquinone oxidoreductase 49 kDa subunit-like	2	LOC127071529; LOC127071530	LOC127071529; LOC127071530	NADH-ubiquinone oxidoreductase 49 kDa subunit-like	NCBI: vv_genetable.csv	2	1	LOC107065827	ND-49	NADH dehydrogenase (ubiquinone) 49 kDa subunit	NCBI: pd_genetable.csv	1	1	ENSANRG00005005064	ND-49; LOC127071529; LOC127071530	NADH dehydrogenase (ubiquinone) 49 kDa subunit; NADH-ubiquinone oxidoreductase 49 kDa subunit-like	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	2	1	1.25806451612903	1	FALSE	TRUE	FALSE		FALSE
N0.HOG0002239	OG0001922	n0	0		unchanged	FALSE	FALSE	FALSE	FALSE	1		expanded	TRUE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	upstream activation factor subunit spp27 homolog Non2 / Zinc knuckle	weighted recurring annotation	upstream activation factor subunit spp27 homolog Non2; protein gar2-like; Zinc knuckle; glutamic acid-rich protein-like; nucleolar protein 58-like; protein gar2-like; Zinc knuckle; nucleolar protein 58-like; glutamic acid-rich protein-like; upstream activation factor subunit spp27 homolog Non2	1	LOC127069527	Non2	upstream activation factor subunit spp27 homolog Non2	NCBI: vv_genetable.csv	1	5	LOC107067944; LOC107073525; LOC107073680; LOC107073572; LOC107073991	LOC107067944; LOC107073525; LOC107073680; LOC107073572; Non2	protein gar2-like; Zinc knuckle; glutamic acid-rich protein-like; nucleolar protein 58-like; upstream activation factor subunit spp27 homolog Non2	NCBI: pd_genetable.csv; NCBI: pd_genetable.csv; eggNOG-mapper exact-gene-ID fallback	5	1	ENSANRG00005000521	LOC107067944; LOC107073525; LOC107073572; LOC107073680; Non2	protein gar2-like; Zinc knuckle; nucleolar protein 58-like; glutamic acid-rich protein-like; upstream activation factor subunit spp27 homolog Non2	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	5	1	1.06944444444444	4	FALSE	TRUE	FALSE		FALSE
N0.HOG0002334	OG0002013	n0	-1		contracted	FALSE	FALSE	TRUE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	CG12171; CG31546; CG31548; CG31549; CG3699 / CG12171 / CG31546	symbol fallback	CG12171; CG31546; CG31548; CG31549; CG3699; CG12171; CG31546; CG31548; CG31549; CG3699	0					0	0					0	1	ENSANRG00005005604	CG12171; CG31546; CG31548; CG31549; CG3699		OrthoFinder orthology transfer from: Drosophila_melanogaster	1	7	1	1.44230769230769	6	FALSE	TRUE	FALSE		FALSE
N0.HOG0002444	OG0002114	n53	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	-1		contracted	FALSE	FALSE	TRUE	FALSE	unannotated HOG	no usable local annotation		0					0	0					0	0					0	2	1	1.33333333333333	1	FALSE	TRUE	FALSE		FALSE
N0.HOG0002445	OG0002114	n56	0		unchanged	FALSE	FALSE	FALSE	FALSE	-1		contracted	FALSE	FALSE	TRUE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	unannotated HOG	no usable local annotation		0					0	0					0	0					0	1	1	1	0	FALSE	TRUE	FALSE		FALSE
N0.HOG0002803	OG0002465	n0	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	1		expanded	TRUE	FALSE	FALSE	FALSE	signal recognition particle subunit SRP72-like / signal recognition particle 72	weighted recurring annotation	signal recognition particle subunit SRP72-like; signal recognition particle 72	2	LOC127071272; LOC127071271	LOC127071272; LOC127071271	signal recognition particle subunit SRP72-like	NCBI: vv_genetable.csv	2	1	LOC107068036	Srp72	signal recognition particle 72	NCBI: pd_genetable.csv	1	0					0	2	1	1.07142857142857	1	FALSE	TRUE	FALSE		FALSE
N0.HOG0002822	OG0002482	n7	0		unchanged	FALSE	FALSE	FALSE	FALSE	-1		contracted	FALSE	FALSE	TRUE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	unannotated HOG	no usable local annotation		0					0	0					0	0					0	1	1	1	0	FALSE	TRUE	FALSE		FALSE
N0.HOG0002945	OG0002600	n1	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	-1		contracted	FALSE	FALSE	TRUE	FALSE	unannotated HOG	no usable local annotation		0					0	0					0	0					0	1	1	1	0	FALSE	TRUE	FALSE		FALSE
N0.HOG0003446	OG0003073	n66	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	-1		contracted	FALSE	FALSE	TRUE	FALSE	unannotated HOG	no usable local annotation		0					0	0					0	0					0	1	1	1	0	FALSE	TRUE	FALSE		FALSE
N0.HOG0003550	OG0003171	n0	0		unchanged	FALSE	FALSE	FALSE	FALSE	1		expanded	TRUE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	ribosomal protein family	conservative keyword family rule	ribosomal protein LP0	1	LOC127061776	RpLP0	ribosomal protein LP0	NCBI: vv_genetable.csv	1	1	LOC107068374	RpLP0	ribosomal protein LP0	NCBI: pd_genetable.csv	1	1	ENSANRG00005007029	RpLP0	ribosomal protein LP0	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	2	1	1.07246376811594	1	FALSE	TRUE	FALSE		FALSE
N0.HOG0004041	OG0003657	n1	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	-1		contracted	FALSE	FALSE	TRUE	FALSE	unannotated HOG	no usable local annotation		0					0	0					0	0					0	2	1	1.5	1	FALSE	TRUE	FALSE		FALSE
N0.HOG0004347	OG0003961	n1	0		unchanged	FALSE	FALSE	FALSE	FALSE	-1		contracted	FALSE	FALSE	TRUE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	unannotated HOG	no usable local annotation		0					0	0					0	0					0	1	1	1	0	FALSE	TRUE	FALSE		FALSE
N0.HOG0004396	OG0004009	n1	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	-1		contracted	FALSE	FALSE	TRUE	FALSE	unannotated HOG	no usable local annotation		0					0	0					0	0					0	1	1	1	0	FALSE	TRUE	FALSE		FALSE
N0.HOG0005222	OG0004828	n1	0		unchanged	FALSE	FALSE	FALSE	FALSE	-1		contracted	FALSE	FALSE	TRUE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	unannotated HOG	no usable local annotation		0					0	0					0	0					0	1	1	1	0	FALSE	TRUE	FALSE		FALSE
N0.HOG0006059	OG0005664	n0	0		unchanged	FALSE	FALSE	FALSE	FALSE	1		expanded	TRUE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	activating signal cointegrator 1 complex subunit 1 / activating signal cointegrator 1 complex subunit 1-like	weighted recurring annotation	activating signal cointegrator 1 complex subunit 1; activating signal cointegrator 1 complex subunit 1-like; activating signal cointegrator 1 complex subunit 1-like; activating signal cointegrator 1 complex subunit 1	1	LOC127067125	LOC127067125	activating signal cointegrator 1 complex subunit 1	NCBI: vv_genetable.csv	1	1	LOC107074424	LOC107074424	activating signal cointegrator 1 complex subunit 1-like	NCBI: pd_genetable.csv	1	1	ENSANRG00005000108	LOC107074424; LOC127067125	activating signal cointegrator 1 complex subunit 1-like; activating signal cointegrator 1 complex subunit 1	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	3	1	1.109375	2	FALSE	TRUE	FALSE		FALSE
N0.HOG0006317	OG0005921	n0	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	1		expanded	TRUE	FALSE	FALSE	FALSE	hyaluronidase / hyaluronidase A	weighted recurring annotation	inactive hyaluronidase B; hyaluronidase A; hyaluronidase; hyaluronidase; inactive hyaluronidase B; hyaluronidase A	2	LOC127067713; LOC127067721	LOC127067713; LOC127067721	inactive hyaluronidase B; hyaluronidase A	NCBI: vv_genetable.csv	2	1	LOC107068133	LOC107068133	hyaluronidase	NCBI: pd_genetable.csv	1	1	ENSANRG00005007757	LOC107068133; LOC127067713; LOC127067721	hyaluronidase; inactive hyaluronidase B; hyaluronidase A	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	2	1	1.12698412698413	1	FALSE	TRUE	FALSE		FALSE
N0.HOG0006369	OG0005971	n10	0		unchanged	FALSE	FALSE	FALSE	FALSE	-1		contracted	FALSE	FALSE	TRUE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	unannotated HOG	no usable local annotation		0					0	0					0	0					0	1	1	1	0	FALSE	TRUE	FALSE		FALSE
N0.HOG0006813	OG0006413	n67	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	-1		contracted	FALSE	FALSE	TRUE	FALSE	unannotated HOG	no usable local annotation		0					0	0					0	0					0	1	1	1	0	FALSE	TRUE	FALSE		FALSE
N0.HOG0007180	OG0006780	n0	0		unchanged	FALSE	FALSE	FALSE	FALSE	-1		contracted	FALSE	FALSE	TRUE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	DIS3-like exonuclease 2	weighted recurring annotation	DIS3-like exonuclease 2	1	LOC127063467	LOC127063467	DIS3-like exonuclease 2	NCBI: vv_genetable.csv	1	0					0	1	ENSANRG00005009076	LOC127063467	DIS3-like exonuclease 2	OrthoFinder orthology transfer from: Vespula_vulgaris	1	4	1	1.07692307692308	3	FALSE	TRUE	FALSE		FALSE
N0.HOG0008074	OG0007661	n59	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	-1		contracted	FALSE	FALSE	TRUE	FALSE	CG3065	symbol fallback	CG3065	0					0	0					0	0					0	1	1	1	0	FALSE	TRUE	FALSE		FALSE
N0.HOG0008274	OG0007858	n0	0		unchanged	FALSE	FALSE	FALSE	FALSE	-1		contracted	FALSE	FALSE	TRUE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	Peptidase M16 inactive domain	weighted recurring annotation	Peptidase M16 inactive domain	1	LOC127067853	LOC127067853	Peptidase M16 inactive domain	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	1	0					0	1	ENSANRG00005002100	LOC127067853	Peptidase M16 inactive domain	OrthoFinder orthology transfer from: Vespula_vulgaris	1	3	1	1.03174603174603	2	FALSE	TRUE	FALSE		FALSE
