HOG	run	run_label	CAFE_track	n_species_in_count_table	n_species_present	max_tip_copy_number	total_tip_copy_number	polistinae_total_copies	vespinae_total_copies	social_wasp_total_copies	outgroup_total_copies	Vespula_vulgaris_copies	Polistes_dominula_copies	Ancistrocerus_nigricornis_copies	inference	OG	gene_tree_parent_clade	consensus_gene_name	consensus_method	consensus_evidence	Vespula_vulgaris_member_count	Vespula_vulgaris_gene_ids	Vespula_vulgaris_gene_symbols	Vespula_vulgaris_gene_names	Vespula_vulgaris_annotation_sources	Vespula_vulgaris_annotated_member_count	Polistes_dominula_member_count	Polistes_dominula_gene_ids	Polistes_dominula_gene_symbols	Polistes_dominula_gene_names	Polistes_dominula_annotation_sources	Polistes_dominula_annotated_member_count	Ancistrocerus_nigricornis_member_count	Ancistrocerus_nigricornis_gene_ids	Ancistrocerus_nigricornis_gene_symbols	Ancistrocerus_nigricornis_gene_names	Ancistrocerus_nigricornis_annotation_sources	Ancistrocerus_nigricornis_annotated_member_count	chemosensory_family_flag	TE_related_HOG_flag	TE_filter_reason	present_in_social_wasps	biological_interest_class	interpretation_note
N0.HOG0013481	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	4	1	4	1	3	4	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013044	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013482	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	3	2	5	0	5	5	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013045	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013483	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	4	1	4	3	1	4	0	0	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013046	n0	unannotated HOG	no usable local annotation		0					0	1	LOC107071933	LOC107071933		NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013484	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	5	1	5	2	3	5	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013047	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013517	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	3	1	3	3	0	3	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013080	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013521	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	3	1	3	3	0	3	0	0	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013084	n0	transcription factor Sp8-like	weighted recurring annotation	transcription factor Sp8-like	0					0	1	LOC107073733	LOC107073733	transcription factor Sp8-like	NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013533	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	3	1	3	1	2	3	0	1	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013096	n0	unannotated HOG	no usable local annotation		1	LOC127072864	LOC127072864		NCBI: vv_genetable.csv	1	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013540	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	2	3	2	1	3	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013103	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013544	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	2	0	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013107	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013546	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	4	1	4	3	1	4	0	0	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013109	n0	probable serine/threonine-protein kinase dyrk2	weighted recurring annotation	probable serine/threonine-protein kinase dyrk2	0					0	1	LOC107070489	LOC107070489	probable serine/threonine-protein kinase dyrk2	NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013547	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	2	0	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013110	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013548	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	2	3	3	0	3	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013111	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013551	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	3	1	3	2	1	3	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013114	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013553	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	2	0	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013116	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013561	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013124	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013568	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	2	3	3	0	3	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013131	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013580	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	1	1	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013143	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013613	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	1	1	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013176	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013616	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	2	0	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013179	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013625	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	2	0	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013188	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013627	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	3	1	3	2	1	3	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013190	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013629	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	2	3	3	0	3	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013192	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013634	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	2	3	3	0	3	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013197	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013637	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	3	5	5	0	5	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013200	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013638	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	4	2	5	2	3	5	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013201	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013639	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	4	5	4	1	5	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013202	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013641	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	4	2	5	3	2	5	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013204	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013644	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	5	1	5	5	0	5	0	0	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013207	n0	DNA-directed RNA polymerase II subunit RPB1-like	weighted recurring annotation	DNA-directed RNA polymerase II subunit RPB1-like	0					0	1	LOC107066894	LOC107066894	DNA-directed RNA polymerase II subunit RPB1-like	NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013645	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	5	1	5	5	0	5	0	0	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013208	n0	protein croquemort-like	weighted recurring annotation	protein croquemort-like	0					0	1	LOC107064867	LOC107064867	protein croquemort-like	NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013646	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	4	5	5	0	5	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013209	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
