"ortholog","hog_n13","orthogroup","broad_orthogroup","gene_tree_parent_clade","gene_pd","gene_vv","genomic_member_count_pd","genomic_member_count_vv","relationship_class","gene_dmel","gene_dmel_from_pd_str","gene_dmel_from_vv_str","gene_dmel_shared_str","gene_dmel_union_str","dmel_mapping_confidence","symbol_pd","description_pd","genetype_pd","ntranscripts_pd","symbol_vv","description_vv","genetype_vv","ntranscripts_vv","chromosome_vv","accession_vv","start_vv","stop_vv","symbol_dmel","description_dmel","genetype_dmel","highest_tissue_Female","highest_tissue_Larva","highest_tissue_Male","top_log2_enrich_Female","top_log2_enrich_Larva","top_log2_enrich_Male","tau_Female","tau_Larva","tau_Male","identical_symbol_pd_vv","loading_SC","loading_Stage","loading_Species","top_SC","top_SC_pos","top_SC_neg","top_Stage","top_Stage_pos","top_Stage_neg","top_Species","top_Species_pos","top_Species_neg","rank_SC_loading_pos","rank_SC_loading_neg","rank_Stage_loading_pos","rank_Stage_loading_neg","rank_Species_loading_pos","rank_Species_loading_neg","VIP_SC","VIP_Stage","VIP_Species"
"N13.HOG0004705","N13.HOG0004705","N13.HOG0004705","OG0001533","n9","LOC107074110","LOC127064715",1,1,"one_to_one","FBgn0005564","FBgn0005564","FBgn0005564","FBgn0005564","FBgn0005564","shared_pd_and_vv","Shal","potassium voltage-gated channel protein Shal","PROTEIN_CODING","11","Shal","potassium voltage-gated channel protein Shal","PROTEIN_CODING","9","6","NC_066591.1","5396572","5492780","Shal","Shaker cognate l","PROTEIN_CODING","Brain","Hindgut","Brain","4.45212572532792","2.1736467817622","3.09025282483777","0.825960841189268","0.811855670103093","0.829879395277731",TRUE,-0.0133288414918853,0.02293103292666,0.000455375261304056,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,882,236,NA,2403,NA,1.02180832285193,1.04214272752093,0.0313845740115546
"N13.HOG0004707","N13.HOG0004707","N13.HOG0004707","OG0001534","n0","LOC107070106","LOC127065757",1,1,"one_to_one","FBgn0034047, FBgn0035868, FBgn0050424","FBgn0034047, FBgn0035868, FBgn0050424","FBgn0034047, FBgn0035868, FBgn0050424","FBgn0034047, FBgn0035868, FBgn0050424","FBgn0034047, FBgn0035868, FBgn0050424","shared_pd_and_vv","cGlr1","cGAS-like receptor 1","PROTEIN_CODING","3","cGlr1","cGAS-like receptor 1","PROTEIN_CODING","3","8","NC_066593.1","6229364","6232834","cGlr1 | CG7194 | cGlr2","cGAS-like receptor 1 | cGAS-like receptor 2","PROTEIN_CODING","Midgut | Tubule","Fat Body | Midgut | Tubule","Brain | Midgut | Tubule","3.80243305407076 | 4.54838038878776 | 4.37999645042569","17.0950776065348 | 1.584962303227 | 1.74221029619109","3.63224168881284 | 2.58496232392031 | 2.73494902026454","0.915955631399317 | 0.987886423103014 | 0.869639794168096","0.642857142857143 | 0.886892539356605 | 0.738724727838258","0.670506912442396 | 0.967892156862745 | 0.74965034965035",TRUE,-0.00669109638383395,0.00135270579355792,-0.0174531392187738,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,NA,1537,2112,NA,NA,705,0.846337737170916,0.906563412126346,1.20287460934298
"N13.HOG0004708","N13.HOG0004708","N13.HOG0004708","OG0001535","n0","LOC107073155","LOC127069601",1,1,"one_to_one","FBgn0031566, FBgn0034588, FBgn0036836, FBgn0036837, FBgn0038008","FBgn0031566, FBgn0034588, FBgn0036836, FBgn0036837, FBgn0038008","FBgn0031566, FBgn0034588, FBgn0036836, FBgn0036837, FBgn0038008","FBgn0031566, FBgn0034588, FBgn0036836, FBgn0036837, FBgn0038008","FBgn0031566, FBgn0034588, FBgn0036836, FBgn0036837, FBgn0038008","shared_pd_and_vv","LOC107073155","glycerophosphocholine phosphodiesterase GPCPD1-like","PROTEIN_CODING","3","LOC127069601","glycerophosphocholine phosphodiesterase GPCPD1-like","PROTEIN_CODING","3","16","NC_066601.1","2540282","2552275","CG2818 | CG9394 | CG11619 | CG18135 | CG3942","","PROTEIN_CODING","Tubule | Ganglion | Brain | Midgut | Fat Body","Midgut | Fat Body","Midgut | Ganglion | Brain | Fat Body","0.63589667393652 | 4.28203520618915 | 2.71369092376657 | 1.19919511772317 | 0.847984082798511","0.905979984545925 | 2.15684143715282 | 2.00933645633605 | 2.25952748127748 | 1.78135331978834","0.995455924106234 | 3.3471808062165 | 0.435647508435177 | 0.694916475010178 | -3.60743561416129","0.225328947368421 | 0.815792268479184 | 0.618140243902439 | 0.549830311012055 | 0.597222222222222","0.33543771043771 | 0.998729852838122 | 0.864516129032258 | 0.816983138861951 | 0.968181818181818","0.366982124079916 | 0.768349641226354 | 0.616261398176292 | 0.644900782422005 | 0.755693581780538",FALSE,0.00635131182807966,-0.00729840850292958,-0.0186173721127052,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,1433,NA,NA,1605,NA,528,0.945336275210061,1.02020762987026,1.28311382418666
"N13.HOG0004710","N13.HOG0004710","N13.HOG0004710","OG0001536","n66","LOC107069966","LOC127062650",1,1,"one_to_one","FBgn0051678","FBgn0051678","FBgn0051678","FBgn0051678","FBgn0051678","shared_pd_and_vv","LOC107069966","SUN domain-containing ossification factor","PROTEIN_CODING","6","LOC127062650","SUN domain-containing ossification factor","PROTEIN_CODING","8","1","NC_066586.1","16077795","16102277","CG31678","","PROTEIN_CODING","Ganglion","Salivary Gland","Brain","1.73570376911493","2.20163339072573","1.31899567718334","0.593241469816273","0.572010869565217","0.602310710652522",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0004711","N13.HOG0004711","N13.HOG0004711","OG0001537","n0","LOC107068535","LOC127065633",1,1,"one_to_one","","","","","","none","LOC107068535","vacuolar protein sorting-associated protein 13A-like","PROTEIN_CODING","1","LOC127065633","intermembrane lipid transfer protein VPS13A-like","PROTEIN_CODING","4","8","NC_066593.1","4629001","4644673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0004712","N13.HOG0004712","N13.HOG0004712","OG0001538","n8","LOC107067303","LOC127071980",1,1,"one_to_one","FBgn0025790, FBgn0036496","FBgn0025790, FBgn0036496","FBgn0025790, FBgn0036496","FBgn0025790, FBgn0036496","FBgn0025790, FBgn0036496","shared_pd_and_vv","TBPH","TAR DNA-binding protein-43 homolog","PROTEIN_CODING","3","TBPH","TAR DNA-binding protein-43 homolog","PROTEIN_CODING","4","24","NC_066609.1","718408","731401","TBPH | cocoon","TAR DNA-binding protein-43 homolog | cocoon","PROTEIN_CODING","Brain | Tubule","Fat Body","Brain | Tubule","1.6776923257751 | 15.6096693280491","0.45757362195209 | -0.296457323627042","1.52549744858223 | -2.89281419831025","0.565870232354231 | 0.925","0.252811621368322 | 0.99296875","0.567126355492692 | 0.890429958391123",TRUE,0.0194932098599022,-0.000490835141192629,0.00192905878999243,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,441,NA,NA,2416,2256,NA,0.566970626011295,0.102427273898601,0.132951202034519
"N13.HOG0004715","N13.HOG0004715","N13.HOG0004715","OG0001539","n21","LOC107068210","LOC127065827",1,1,"one_to_one","FBgn0030017, FBgn0030018","FBgn0030017, FBgn0030018","FBgn0030017, FBgn0030018","FBgn0030017, FBgn0030018","FBgn0030017, FBgn0030018","shared_pd_and_vv","LOC107068210","mitogen-activated protein kinase kinase kinase 11-like","PROTEIN_CODING","4","LOC127065827","mitogen-activated protein kinase kinase kinase 11-like","PROTEIN_CODING","3","8","NC_066593.1","5174032","5186642","CG2278 | slpr","slipper","PROTEIN_CODING","Brain | Ovary","Midgut","Brain | Midgut","3.3090439210794 | 0.367872359551497","0.904420617097681 | 1.60109825985772","2.06539353248363 | 0.730609941638421","0.727298206278027 | 0.617635951661631","0.243150684931507 | 0.588473205257836","0.714010459675199 | 0.210974456007569",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0004716","N13.HOG0004716","N13.HOG0004716","OG0001540","n2","LOC107069452","LOC127065401",1,1,"one_to_one","","","","","","none","salm","spalt major","PROTEIN_CODING","4","salm","spalt major","PROTEIN_CODING","6","1","NC_066586.1","14165629","14227357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000132285549027716,0.0224340596668883,0.00203764908029993,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2262,NA,288,NA,2245,NA,0.931745989135397,1.02475070530804,0.14043527131253
"N13.HOG0004717","N13.HOG0004717","N13.HOG0004717","OG0001541","n24","LOC107074605","LOC127070291",1,1,"one_to_one","FBgn0033578","FBgn0033578","FBgn0033578","FBgn0033578","FBgn0033578","shared_pd_and_vv","BBS4","Bardet-Biedl syndrome 4","PROTEIN_CODING","1","BBS4","Bardet-Biedl syndrome 4","PROTEIN_CODING","1","1","NC_066586.1","780544","783947","BBS4","Bardet-Biedl syndrome 4","PROTEIN_CODING","Eye","Fat Body","Eye","1.85414110548572","1.32188481555091","0.316473128631628","0.909574468085106","0.9","0.904761904761905",TRUE,0.00939996495929315,0.00454969220373998,-0.0210943041994993,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1145,NA,1742,NA,NA,227,1.04689945914013,1.11254754355233,1.4538245873866
"N13.HOG0004723","N13.HOG0004723","N13.HOG0004723","OG0001543","n0","LOC107072046","LOC127067315",1,1,"one_to_one","","","","","","none","LOC107072046","protein yellow-like","PROTEIN_CODING","1","LOC127067315","protein yellow-like","PROTEIN_CODING","1","10","NC_066595.1","3162274","3166559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0004724","N13.HOG0004724","N13.HOG0004724","OG0001544","n3","LOC107072529","LOC127072575",1,1,"one_to_one","FBgn0085350, FBgn0085351, FBgn0259918","FBgn0085350, FBgn0085351, FBgn0259918","FBgn0085350, FBgn0085351, FBgn0259918","FBgn0085350, FBgn0085351, FBgn0259918","FBgn0085350, FBgn0085351, FBgn0259918","shared_pd_and_vv","LOC107072529","uncharacterized LOC107072529","PROTEIN_CODING","1","LOC127072575","uncharacterized LOC127072575","PROTEIN_CODING","3","2","NC_066587.1","18478453","18483781","inaF-C | inaF-A | inaF-B","inaF-C | inaF-A | inaF-B","PROTEIN_CODING","Eye","Tubule","Eye","6.47788364445534 | 1.90688398328242 | 6.34041010153801","4.11543190279759 | 16.2877304131248 | 4.70037035960323","5.42360984516203 | 0.456377384802658 | 4.74449502336177","0.988032909498878 | 0.789583333333333 | 0.998845679846034","1 | 0.875 | 0.889423076923077","0.995708154506438 | 0.86682808716707 | 0.998744365820871",FALSE,-0.0268321396423524,-0.0117608882289291,0.0182232855003114,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,162,NA,1196,718,NA,1.25140144669614,1.08508491885916,1.25595327879776
"N13.HOG0004726","N13.HOG0004726","N13.HOG0004726","OG0001545","n0","LOC107069353","LOC127063980",1,1,"one_to_one","FBgn0030968","FBgn0030968","FBgn0030968","FBgn0030968","FBgn0030968","shared_pd_and_vv","LOC107069353","L-xylulose reductase-like","PROTEIN_CODING","1","LOC127063980","L-xylulose reductase-like","PROTEIN_CODING","1","5","NC_066590.1","3792340","3794762","CG7322","","PROTEIN_CODING","Tubule","Fat Body","Tubule","4.24951909966838","3.59222030755839","2.75258340260354","0.93648347969913","0.92185321996097","0.867524067947812",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0004727","N13.HOG0004727","N13.HOG0004727","OG0001546","n0","LOC107067536, LOC107067540","LOC127068392",2,1,"many_to_one","FBgn0039536","FBgn0039536","FBgn0039536","FBgn0039536","FBgn0039536","shared_pd_and_vv","unc80 | LOC107067540","unc80, NALCN channel complex subunit | protein unc-80 homolog","PROTEIN_CODING","2 | 1","unc80","unc80, NALCN channel complex subunit","PROTEIN_CODING","3","13","NC_066598.1","56690","77604","unc80","uncoordinated 80","PROTEIN_CODING","Brain","Fat Body","Brain","4.50923392061018","0.222388986401415","2.66998438393599","0.915269461077844","0.857142857142857","0.918871849450922",FALSE,-0.00177028209014514,0.0084194455400008,-0.0150386395699983,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,NA,2197,1328,NA,NA,1119,0.791004242395035,0.868172414570766,1.03646670498985
"N13.HOG0004728","N13.HOG0004728","N13.HOG0004728","OG0001547","n0","LOC107065742","LOC127068210",1,1,"one_to_one","FBgn0031064","FBgn0031064","FBgn0031064","FBgn0031064","FBgn0031064","shared_pd_and_vv","LOC107065742","cationic amino acid transporter 2","PROTEIN_CODING","3","LOC127068210","probable cationic amino acid transporter","PROTEIN_CODING","12","12","NC_066597.1","2733910","2747250","CG12531","","PROTEIN_CODING","Brain","Fat Body","Brain","5.05181487250889","0.688052953536982","3.31091317966076","0.896608402822322","0.948275862068966","0.906451482097238",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0004729","N13.HOG0004729","N13.HOG0004729","OG0001548","n50","LOC107070442","LOC127062824",1,1,"one_to_one","FBgn0266411","FBgn0266411","FBgn0266411","FBgn0266411","FBgn0266411","shared_pd_and_vv","sima","similar","PROTEIN_CODING","1","sima","similar","PROTEIN_CODING","2","3","NC_066588.1","6424096","6462302","sima","similar","PROTEIN_CODING","Tubule","Tubule","Fat Body","1.20024121827304","2.06225449752192","1.166890521464","0.537616822429907","0.644415357766143","0.517569623836654",TRUE,0.0193107810791252,0.000764658477057691,-0.00295728812839168,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,454,NA,2184,NA,NA,1981,0.572163012696703,0.157144785006303,0.203817018678643
"N13.HOG0004731","N13.HOG0004731","N13.HOG0004731","OG0001549","n2","LOC107066902","LOC127062473",1,1,"one_to_one","FBgn0263667","FBgn0263667","FBgn0263667","FBgn0263667","FBgn0263667","shared_pd_and_vv","LOC107066902","histone-lysine N-methyltransferase 2C-like","PROTEIN_CODING","2","LOC127062473","histone-lysine N-methyltransferase 2C-like","PROTEIN_CODING","8","3","NC_066588.1","4643988","4671152","Lpt","Lost PHDs of trr","PROTEIN_CODING","Ovary","Salivary Gland","Brain","0.353956869008651","0.857127549018922","0.496906185777812","0.433632734530938","0.304416403785489","0.320679320679321",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0004733","N13.HOG0004733","N13.HOG0004733","OG0001550","n15","LOC107069854","LOC127066415",1,1,"one_to_one","FBgn0267790","FBgn0267790","FBgn0267790","FBgn0267790","FBgn0267790","shared_pd_and_vv","rump","rumpelstiltskin","PROTEIN_CODING","3","rump","rumpelstiltskin","PROTEIN_CODING","7","9","NC_066594.1","3400809","3410425","rump","rumpelstiltskin","PROTEIN_CODING","Ovary","Fat Body","Brain","0.223024481349119","0.333662449125349","0.204272938237099","0.515891918528252","0.419941399517408","0.282830644532772",TRUE,0.0343198075064928,0.00582757788659854,0.00715892292898366,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34,NA,1591,NA,1743,NA,1.06830922051017,0.455792328948136,0.493394713327837
"N13.HOG0004734","N13.HOG0004734","N13.HOG0004734","OG0001551","n0","LOC107073215","LOC127062622, LOC127062623",1,2,"one_to_many","FBgn0039713","FBgn0039713","FBgn0039713","FBgn0039713","FBgn0039713","shared_pd_and_vv","RpS8","ribosomal protein S8","PROTEIN_CODING","1","LOC127062622 | LOC127062623","40S ribosomal protein S8","PROTEIN_CODING","1","3","NC_066588.1","870280 | 873106","871786 | 874601","RpS8","Ribosomal protein S8","PROTEIN_CODING","Eye","Fat Body","Salivary Gland","1.3692585357372","1.26665007939571","1.51240584975745","0.396084363162676","0.516631363718369","0.402714792008906",FALSE,-0.000307002740166789,-0.0254129560945947,0.00702252999085053,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,2424,NA,139,1761,NA,1.10078822503692,1.21063763008446,0.483994478784497
"N13.HOG0004738","N13.HOG0004738","N13.HOG0004738","OG0001553","n17","LOC107064975","LOC127068923",1,1,"one_to_one","FBgn0026080","FBgn0026080","FBgn0026080","FBgn0026080","FBgn0026080","shared_pd_and_vv","LOC107064975","histone acetyltransferase Tip60-like","PROTEIN_CODING","1","LOC127068923","histone acetyltransferase Tip60-like","PROTEIN_CODING","1","14","NC_066599.1","2889048","2891336","Tip60","Tat interactive protein 60kDa","PROTEIN_CODING","Ganglion","Midgut","Ganglion","0.287576542168648","0.834076772713474","0.87020435922924","0.249058734939759","0.357686980609418","0.172545039330119",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0004739","N13.HOG0004739","N13.HOG0004739","OG0001553","n28","LOC107064969","LOC127068922",1,1,"one_to_one","FBgn0026080","FBgn0026080","FBgn0026080","FBgn0026080","FBgn0026080","shared_pd_and_vv","LOC107064969","histone acetyltransferase Tip60-like","PROTEIN_CODING","1","LOC127068922","histone acetyltransferase Tip60-like","PROTEIN_CODING","2","14","NC_066599.1","2886360","2888217","Tip60","Tat interactive protein 60kDa","PROTEIN_CODING","Ganglion","Midgut","Ganglion","0.287576542168648","0.834076772713474","0.87020435922924","0.249058734939759","0.357686980609418","0.172545039330119",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0004740","N13.HOG0004740","N13.HOG0004740","OG0001554","n12","LOC107070325","LOC127068321",1,1,"one_to_one","FBgn0010173","FBgn0010173","FBgn0010173","FBgn0010173","FBgn0010173","shared_pd_and_vv","RpA-70","replication protein A 70","PROTEIN_CODING","3","RpA-70","replication protein A 70","PROTEIN_CODING","1","13","NC_066598.1","3325630","3329178","RPA1","Replication protein A1","PROTEIN_CODING","Ovary","Tubule","Hindgut","0.563167776130126","0.217905018131154","1.12300500087112","0.587859230394545","0.262071651090343","0.33940962661086",TRUE,0.00928825009466634,-0.0176649737489115,0.0103506692232398,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1156,NA,NA,783,1525,NA,0.917297175583237,0.965357393255388,0.713370645949489
"N13.HOG0004741","N13.HOG0004741","N13.HOG0004741","OG0001555","n0","LOC107064135","LOC127072054",1,1,"one_to_one","FBgn0037382","FBgn0037382","FBgn0037382","FBgn0037382","FBgn0037382","shared_pd_and_vv","Hpr1","THO complex 1-like protein Hpr1","PROTEIN_CODING","2","Hpr1","THO complex 1-like protein Hpr1","PROTEIN_CODING","2","1","NC_066586.1","8602810","8606530","Hpr1","Hpr1","PROTEIN_CODING","Eye","Salivary Gland","Eye","0.745289753136192","0.64318332688068","1.59883439518723","0.426645091693635","0.311567164179105","0.495830485304169",TRUE,-0.0265364771425178,-0.00120294671455056,0.0116064090851242,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,173,NA,2336,1426,NA,0.938722781904051,0.603959520186344,0.799916543330277
"N13.HOG0004742","N13.HOG0004742","N13.HOG0004742","OG0001556","n2","LOC107064315","LOC127067753",1,1,"one_to_one","FBgn0039178","FBgn0039178","FBgn0039178","FBgn0039178","FBgn0039178","shared_pd_and_vv","LOC107064315","organic cation transporter protein-like","PROTEIN_CODING","1","LOC127067753","organic cation transporter protein-like","PROTEIN_CODING","1","1","NC_066586.1","11515164","11519960","CG6356","","PROTEIN_CODING","Ganglion","Fat Body","Ganglion","5.18029964955551","2.40832893067879","3.53682172396015","0.897882736156352","0.978152511651994","0.866888307996853",FALSE,-0.0105100205121074,-0.0158215847821354,-0.0160604425083176,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,1121,NA,895,NA,937,1.04442007269467,1.09976542756359,1.10688961257396
"N13.HOG0004743","N13.HOG0004743","N13.HOG0004743","OG0001556","n22","LOC107064625","LOC127062904",1,1,"one_to_one","FBgn0039178","FBgn0039178","FBgn0039178","FBgn0039178","FBgn0039178","shared_pd_and_vv","LOC107064625","organic cation transporter protein-like","PROTEIN_CODING","4","LOC127062904","organic cation transporter protein-like","PROTEIN_CODING","4","4","NC_066589.1","619076","623536","CG6356","","PROTEIN_CODING","Ganglion","Fat Body","Ganglion","5.18029964955551","2.40832893067879","3.53682172396015","0.897882736156352","0.978152511651994","0.866888307996853",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0004744","N13.HOG0004744","N13.HOG0004744","OG0001557","n6","LOC107068378","LOC127072639",1,1,"one_to_one","FBgn0086913","FBgn0086913","FBgn0086913","FBgn0086913","FBgn0086913","shared_pd_and_vv","LOC107068378","ras-related protein Rab-37-like","PROTEIN_CODING","4","LOC127072639","ras-related protein Rab-37-like","PROTEIN_CODING","4","2","NC_066587.1","10620500","10642118","Rab26","Rab26","PROTEIN_CODING","Brain","Fat Body","Brain","5.44707882113961","-1.07799407525724","3.51547363518732","0.937141833810888","0.916666666666667","0.9330775408227",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0004747","N13.HOG0004747","N13.HOG0004747","OG0001558","n20","LOC107064883, LOC107064884","LOC127067477",2,1,"many_to_one","FBgn0030961","FBgn0030961","FBgn0030961","FBgn0030961","FBgn0030961","shared_pd_and_vv","LOC107064883 | LOC107064884","TD and POZ domain-containing protein 1-like | uncharacterized LOC107064884","PROTEIN_CODING","1","LOC127067477","speckle-type POZ protein B-like","PROTEIN_CODING","1","11","NC_066596.1","6277504","6281149","CG7058","","PROTEIN_CODING","Brain","Salivary Gland","Brain","4.98156291618786","0.15200149046748","3.45540976242875","0.887363996043521","0.3","0.876544850498339",FALSE,0.00960833934524089,0.00454893598989471,0.0232427329995217,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,1127,NA,1743,NA,55,NA,1.14487379216179,1.22211654398377,1.60189482398612
"N13.HOG0004748","N13.HOG0004748","N13.HOG0004748","OG0001558","n33","LOC107064159","LOC127067243, LOC127073078",1,2,"one_to_many","FBgn0030961","FBgn0030961","FBgn0030961","FBgn0030961","FBgn0030961","shared_pd_and_vv","Pp4-19C","protein phosphatase 19C","PROTEIN_CODING","3","LOC127067243 | LOC127073078","speckle-type POZ protein-like | PSME3-interacting protein-like","PROTEIN_CODING","1 | 10","1","NC_066586.1","10917786 | 10920882","10919703 | 10928593","CG7058","","PROTEIN_CODING","Brain","Salivary Gland","Brain","4.98156291618786","0.15200149046748","3.45540976242875","0.887363996043521","0.3","0.876544850498339",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0004749","N13.HOG0004749","N13.HOG0004749","OG0001559","n3","LOC107067623","LOC127064257",1,1,"one_to_one","","","","","","none","LOC107067623","DNA ligase 1-like","PROTEIN_CODING","5","LOC127064257","apoptotic chromatin condensation inducer in the nucleus-like","PROTEIN_CODING","8","5","NC_066590.1","726688","736384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-0.0211119129010038,-0.00144497852298282,-0.00422454584254539,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,394,NA,2304,NA,1869,0.640369595835749,0.228561655437804,0.291156729245428
"N13.HOG0004752","N13.HOG0004752","N13.HOG0004752","OG0001560","n44","LOC107070987","LOC127062880",1,1,"one_to_one","FBgn0261555","FBgn0261555","FBgn0261555","FBgn0261555","FBgn0261555","shared_pd_and_vv","LOC107070987","carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein-like","PROTEIN_CODING","9","LOC127062880","carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein","PROTEIN_CODING","6","3","NC_066588.1","5217750","5230886","CG42673","","PROTEIN_CODING","Ganglion","Fat Body","Brain","1.6978389291012","-0.412521776347759","0.863476489423254","0.671262886597938","0.40418118466899","0.622960817197743",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
