HOG	OG	Gene Tree Parent Clade	Acromyrmex_echinatior.clean	Ancistrocerus_nigricornis.clean	Andrena_flavipes.clean	Anoplius_nigerrimus.clean	Apis_cerana.clean	Apis_dorsata.clean	Apis_florea.clean	Apis_laboriosa.clean	Apis_mellifera.clean	Atta_cephalotes.clean	Belonocnema_kinseyi.clean	Bombus_campestris.clean	Bombus_hortorum.clean	Bombus_hypnorum.clean	Bombus_impatiens.clean	Bombus_lapidarius.clean	Bombus_monticola.clean	Bombus_muscorum.clean	Bombus_pascuorum.clean	Bombus_pratorum.clean	Bombus_sylvestris.clean	Bombus_terrestris.clean	Bombus_vestalis.clean	Buathra_laborator.clean	Caenorhabditis_elegans.clean	Camponotus_floridanus.clean	Ceratina_calcarata.clean	Colletes_latitarsis.clean	Copidosoma_floridanum.clean	Dolichovespula_media.clean	Dolichovespula_saxonica.clean	Dolichovespula_sylvestris.clean	Drosophila_melanogaster.clean	Dufourea_novaeangliae.clean	Eufriesea_mexicana.clean	Gasteruption_jaculator.clean	Habropoda_laboriosa.clean	Halictus_rubicundus.clean	Harpegnathos_saltator.clean	Lasioglossum_calceatum.clean	Lasioglossum_lativentre.clean	Lasioglossum_morio.clean	Linepithema_humile.clean	Macropis_europaea.clean	Megachile_rotundata.clean	Megalopta_genalis.clean	Melipona_bicolor.clean	Melipona_quadrifasciata.clean	Mischocyttarus_mexicanus.clean	Monomorium_pharaonis.clean	Nasonia_vitripennis.clean	Nysson_spinosus.clean	Ooceraea_biroi.clean	Orussus_abietinus.clean	Osmia_bicornis_bicornis.clean	Pemphredon_lugubris.clean	Polistes_canadensis.clean	Polistes_dominula.clean	Polistes_exclamans.clean	Polistes_fuscatus.clean	Solenopsis_invicta.clean	Tetragonisca_angustula.clean	Tiphia_femorata.clean	Tribolium_castaneum.clean	Venturia_canescens.clean	Vespa_crabro.clean	Vespa_mandarinia.clean	Vespa_velutina.clean	Vespula_germanica.clean	Vespula_pensylvanica.clean	Vespula_vulgaris.clean	Xylocopa_sonorina.clean
N55.HOG0000731	OG0000126	n54					LOC108001109	LOC102676260		LOC122713001	LOC412886																																																															
N55.HOG0000732	OG0000126	n124					LOC107994074	LOC102678500		LOC122718912	LOC550827																																																															
N55.HOG0000733	OG0000126	n149					LOC107998372	LOC102680608		LOC122721034	LOC408388																																																															
N55.HOG0000734	OG0000126	n169					LOC108002746	LOC102676870		LOC122715665	LOC724291																																																															
N55.HOG0000735	OG0000127	n2					LOC108004492	LOC102676830		LOC122719296	LOC412465																																																															
N55.HOG0000736	OG0000127	n72					LOC107999957	LOC102677770		LOC122717134	LOC552721																																																															
N55.HOG0000737	OG0000127	n145						LOC102678007		LOC122716942																																																																
N55.HOG0000738	OG0000127	n232					LOC108000022	LOC116184838		LOC122716941	LOC412694																																																															
N55.HOG0000739	OG0000128	n2					LOC107998018	LOC102675532		LOC122713700	LOC552479																																																															
N55.HOG0000740	OG0000128	n144					LOC114576765			LOC122713909	LOC410621																																																															
N55.HOG0000741	OG0000128	n172					LOC107996249	LOC102679633		LOC122713941	LOC724421																																																															
N55.HOG0000742	OG0000128	n277						LOC102679504		LOC122713912	LOC724466																																																															
N55.HOG0000743	OG0000129	n92					LOC107995673	LOC102677608		LOC122720094	LOC726421																																																															
N55.HOG0000744	OG0000129	n275					LOC107997471	LOC102674329		LOC122716107	LOC113218575, LOC724803																																																															
N55.HOG0000745	OG0000130	n179						LOC102675615		LOC122717564																																																																
N55.HOG0000746	OG0000130	n261					LOC107993708	LOC102675352		LOC122717522	LOC724817																																																															
N55.HOG0000747	OG0000131	n46					LOC133666504	LOC102679348		LOC122719666	LOC107964702																																																															
N55.HOG0000748	OG0000131	n244						LOC102678475		LOC122719669	LOC726362																																																															
N55.HOG0000749	OG0000132	n2					LOC107994219	LOC102679081		LOC122719672	LOC409693																																																															
N55.HOG0000750	OG0000132	n133					LOC107996237	LOC102672732		LOC122718747	LOC408868																																																															
N55.HOG0000751	OG0000132	n178					LOC107996240	LOC102672592			LOC726463																																																															
N55.HOG0000752	OG0000132	n235					LOC107996241	LOC102672866		LOC122718748	LOC726481																																																															
N55.HOG0000753	OG0000133	n22						LOC116185790			LOC102654889																																																															
N55.HOG0000754	OG0000133	n48						LOC102671072																																																																		
N55.HOG0000755	OG0000133	n71					LOC133666013	LOC102679476																																																																		
N55.HOG0000756	OG0000133	n86						LOC102671213			LOC102654773																																																															
N55.HOG0000757	OG0000133	n101								LOC122720032	LOC102654858																																																															
N55.HOG0000758	OG0000133	n151						LOC116185789																																																																		
N55.HOG0000759	OG0000133	n168					LOC107995633	LOC102670938		LOC122720031	LOC724511																																																															
N55.HOG0000760	OG0000133	n204						LOC102670809		LOC122719867	LOC724604																																																															
N55.HOG0000761	OG0000133	n256					LOC108003704			LOC122719866																																																																
N55.HOG0000762	OG0000133	n280					LOC133665932			LOC122719865																																																																
N55.HOG0000763	OG0000134	n17					LOC107995068	LOC102677747		LOC122718106	LOC107964020																																																															
N55.HOG0000764	OG0000134	n93					LOC107995156	LOC102679492		LOC122717841	LOC552447																																																															
N55.HOG0000765	OG0000134	n157					LOC107995183	LOC102678026		LOC122717840	LOC727007																																																															
N55.HOG0000766	OG0000134	n230					LOC107995069	LOC102678159		LOC122718107	LOC408361																																																															
N55.HOG0000767	OG0000135	n2					LOC107998039	LOC102677779		LOC122713942	LOC551438																																																															
N55.HOG0000768	OG0000135	n63					LOC108003298, LOC133665608			LOC122715302, LOC122715303	LOC551176, LOC551369																																																															
N55.HOG0000769	OG0000135	n64						LOC102673579, LOC102674627																																																																		
N55.HOG0000770	OG0000135	n107					LOC108003300			LOC122715301	LOC725404																																																															
N55.HOG0000771	OG0000135	n115					LOC108000361	LOC102673828		LOC122717718	LOC552637																																																															
N55.HOG0000772	OG0000136	n30					LOC108004414	LOC102672924		LOC122715508	LOC100576136																																																															
N55.HOG0000773	OG0000137	n36					LOC107995433	LOC102680400		LOC122720326	LOC552283																																																															
N55.HOG0000774	OG0000137	n174					LOC108000191	LOC102673906		LOC122712562	GstS4																																																															
N55.HOG0000775	OG0000137	n233					LOC107995430	LOC102680531		LOC122720321	GstS1																																																															
